"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"ROSIGLITAZONE, LEVOTHYROXINE","LEVOTHYROXINE",0.87,"(0.72, 1.05)","1.57e-01",8111
"METOPROLOL, QUETIAPINE","METOPROLOL",0.87,"(0.72, 1.04)","1.41e-01",6198
"LOSARTAN, POTASSIUM","LOSARTAN",0.87,"(0.79, 0.96)","3.65e-03",2378
"MONTELUKAST, LISINOPRIL","LISINOPRIL",0.87,"(0.71, 1.06)","1.95e-01",5419
"ATORVASTATIN, CONJUGATED ESTROGENS","ATORVASTATIN",0.87,"(0.76, 0.99)","4.01e-02",14247
"MIDAZOLAM, LIDOCAINE","MIDAZOLAM",0.87,"(0.6, 1.23)","4.59e-01",337
"ACETYLSALICYLIC ACID, FLUVASTATIN","FLUVASTATIN",0.87,"(0.7, 1.07)","2.03e-01",578
"ACETYLSALICYLIC ACID, GLIMEPIRIDE","ACETYLSALICYLIC ACID",0.87,"(0.77, 0.98)","2.29e-02",13865
"MELPHALAN, ETOPOSIDE","ETOPOSIDE",0.87,"(0.5, 1.42)","6.40e-01",215
"METHOTREXATE, ETOPOSIDE","ETOPOSIDE",0.87,"(0.56, 1.31)","5.55e-01",215
"PANTOPRAZOLE, GLIMEPIRIDE","PANTOPRAZOLE",0.87,"(0.65, 1.14)","3.58e-01",3314
"ACYCLOVIR, CYCLOSPORINE","CYCLOSPORINE",0.87,"(0.67, 1.11)","2.89e-01",1408
"ATORVASTATIN, VENLAFAXINE","ATORVASTATIN",0.87,"(0.76, 0.98)","2.78e-02",14247
"DEFERASIROX, FOLIC ACID","FOLIC ACID",0.87,"(0.62, 1.19)","4.47e-01",2656
"MONTELUKAST, FORMOTEROL","MONTELUKAST",0.87,"(0.7, 1.07)","1.85e-01",1702
"QUETIAPINE, TEMAZEPAM","TEMAZEPAM",0.87,"(0.67, 1.11)","2.88e-01",1051
"PREDNISOLONE, CYCLOPHOSPHAMIDE","PREDNISOLONE",0.87,"(0.73, 1.03)","1.00e-01",2184
"RITUXIMAB, ALLOPURINOL","RITUXIMAB",0.87,"(0.53, 1.35)","5.97e-01",436
"SULFASALAZINE, ACETAMINOPHEN","ACETAMINOPHEN",0.87,"(0.66, 1.13)","3.19e-01",10717
"OLANZAPINE, ARIPIPRAZOLE","OLANZAPINE",0.87,"(0.69, 1.08)","2.18e-01",1240
"ATORVASTATIN, RISEDRONATE","ATORVASTATIN",0.87,"(0.73, 1.02)","8.62e-02",14247
"DOXAZOSIN, LISINOPRIL","LISINOPRIL",0.87,"(0.67, 1.11)","2.85e-01",5419
"VALPROIC ACID, CLONAZEPAM","CLONAZEPAM",0.87,"(0.75, 1)","4.44e-02",3169
"DILTIAZEM, HEPARIN","DILTIAZEM",0.87,"(0.64, 1.15)","3.45e-01",1848
"NIFEDIPINE, FAMOTIDINE","FAMOTIDINE",0.87,"(0.65, 1.13)","3.07e-01",1751
"FUROSEMIDE, GRANISETRON","FUROSEMIDE",0.87,"(0.63, 1.17)","3.89e-01",6619
"POTASSIUM, SIMVASTATIN","SIMVASTATIN",0.87,"(0.78, 0.96)","8.61e-03",13151
"SULFAMETHOXAZOLE, FILGRASTIM","SULFAMETHOXAZOLE",0.87,"(0.62, 1.17)","3.82e-01",1208
"PREDNISOLONE, ADALIMUMAB","PREDNISOLONE",0.87,"(0.74, 1.01)","7.49e-02",2184
"VINCRISTINE, CYTARABINE","VINCRISTINE",0.87,"(0.68, 1.09)","2.34e-01",554
"MONTELUKAST, FEXOFENADINE","FEXOFENADINE",0.87,"(0.72, 1.03)","1.02e-01",1380
"NIACIN, FISH OIL","FISH OIL",0.86,"(0.75, 0.99)","3.51e-02",1366
"PREDNISOLONE, RANITIDINE","RANITIDINE",0.86,"(0.69, 1.07)","1.95e-01",2172
"ETANERCEPT, LEFLUNOMIDE","ETANERCEPT",0.86,"(0.66, 1.11)","2.64e-01",2674
"GLIMEPIRIDE, LISINOPRIL","LISINOPRIL",0.86,"(0.71, 1.04)","1.25e-01",5419
"RANITIDINE, CALCIUM CARBONATE","CALCIUM CARBONATE",0.86,"(0.66, 1.12)","2.88e-01",1371
"TAMSULOSIN, LEVOTHYROXINE","LEVOTHYROXINE",0.86,"(0.7, 1.06)","1.62e-01",8111
"VALPROIC ACID, CITALOPRAM","CITALOPRAM",0.86,"(0.68, 1.09)","2.25e-01",2294
"OMEPRAZOLE, ATORVASTATIN","ATORVASTATIN",0.86,"(0.8, 0.93)","3.47e-05",14247
"DORZOLAMIDE, LATANOPROST","DORZOLAMIDE",0.86,"(0.58, 1.28)","5.08e-01",127
"RALTEGRAVIR, TENOFOVIR","RALTEGRAVIR",0.86,"(0.64, 1.15)","3.26e-01",216
"LORAZEPAM, VANCOMYCIN","LORAZEPAM",0.86,"(0.66, 1.1)","2.62e-01",3224
"TAZOBACTAM, VANCOMYCIN","TAZOBACTAM",0.86,"(0.64, 1.16)","3.54e-01",262
"SALMETEROL, TRIAMCINOLONE","TRIAMCINOLONE",0.86,"(0.67, 1.09)","2.50e-01",881
"OMEPRAZOLE, AMIODARONE","OMEPRAZOLE",0.86,"(0.7, 1.05)","1.56e-01",6244
"INSULIN ASPART, LISINOPRIL","LISINOPRIL",0.86,"(0.69, 1.07)","1.96e-01",5419
"CARBOPLATIN, HYDROCODONE","HYDROCODONE",0.86,"(0.66, 1.11)","2.96e-01",4590
"PREDNISOLONE, SULFAMETHOXAZOLE","SULFAMETHOXAZOLE",0.86,"(0.7, 1.05)","1.35e-01",1208
"DILTIAZEM, FLUTICASONE PROPIONATE","DILTIAZEM",0.86,"(0.71, 1.04)","1.19e-01",1848
"POTASSIUM CHLORIDE, ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",0.86,"(0.68, 1.08)","1.96e-01",1000
"PREDNISONE, VITAMIN D","VITAMIN D",0.86,"(0.77, 0.96)","7.60e-03",3520
"FENOFIBRATE, AMLODIPINE","FENOFIBRATE",0.86,"(0.74, 1)","5.56e-02",2327
"PERINDOPRIL, CLOPIDOGREL","CLOPIDOGREL",0.86,"(0.67, 1.1)","2.45e-01",4276
"TOPIRAMATE, VALPROIC ACID","TOPIRAMATE",0.86,"(0.67, 1.1)","2.47e-01",919
"FELODIPINE, FUROSEMIDE","FUROSEMIDE",0.86,"(0.64, 1.13)","3.00e-01",6619
"NATALIZUMAB, BACLOFEN","BACLOFEN",0.86,"(0.72, 1.03)","9.69e-02",2003
"NIFEDIPINE, DOXAZOSIN","NIFEDIPINE",0.86,"(0.62, 1.17)","3.76e-01",1057
"DROSPIRENONE, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",0.86,"(0.61, 1.17)","3.74e-01",3257
"PACLITAXEL, GRANISETRON","PACLITAXEL",0.86,"(0.57, 1.25)","4.74e-01",812
"ATORVASTATIN, INSULIN REGULAR","ATORVASTATIN",0.86,"(0.69, 1.06)","1.62e-01",14247
"ONDANSETRON, ATORVASTATIN","ATORVASTATIN",0.86,"(0.72, 1.02)","9.41e-02",14247
"ATORVASTATIN, TRAZODONE","ATORVASTATIN",0.86,"(0.74, 0.99)","3.93e-02",14247
"ROSUVASTATIN, ALENDRONATE","ROSUVASTATIN",0.86,"(0.71, 1.04)","1.21e-01",7579
"POTASSIUM CHLORIDE, BUMETANIDE","BUMETANIDE",0.86,"(0.64, 1.14)","3.05e-01",357
"VITAMIN C, FISH OIL","FISH OIL",0.86,"(0.71, 1.04)","1.14e-01",1366
"PREDNISOLONE, LEFLUNOMIDE","PREDNISOLONE",0.86,"(0.66, 1.1)","2.46e-01",2184
"CANDESARTAN, LANSOPRAZOLE","LANSOPRAZOLE",0.86,"(0.66, 1.1)","2.42e-01",3261
"METHYLPREDNISOLONE, FOLIC ACID","FOLIC ACID",0.86,"(0.62, 1.15)","3.58e-01",2656
"SERTRALINE, VARENICLINE","SERTRALINE",0.86,"(0.66, 1.1)","2.57e-01",3054
"SPIRONOLACTONE, ALLOPURINOL","SPIRONOLACTONE",0.86,"(0.7, 1.05)","1.40e-01",1531
"PREDNISONE, ATORVASTATIN","ATORVASTATIN",0.86,"(0.79, 0.94)","4.37e-04",14247
"MAGNESIUM OXIDE, DICLOFENAC","MAGNESIUM OXIDE",0.86,"(0.63, 1.14)","3.37e-01",706
"NITROGLYCERIN, SIMVASTATIN","SIMVASTATIN",0.86,"(0.78, 0.94)","1.45e-03",13151
"ACETYLSALICYLIC ACID, DONEPEZIL","ACETYLSALICYLIC ACID",0.86,"(0.71, 1.02)","9.28e-02",13865
"VITAMIN D, INSULIN GLARGINE","VITAMIN D",0.86,"(0.67, 1.09)","2.13e-01",3520
"OXYGEN, TIOTROPIUM","OXYGEN",0.86,"(0.64, 1.12)","2.93e-01",378
"ADALIMUMAB, CODEINE","ADALIMUMAB",0.86,"(0.56, 1.25)","4.69e-01",2865
"METHOTREXATE, POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",0.86,"(0.67, 1.08)","1.98e-01",2515
"VALSARTAN, BISOPROLOL","BISOPROLOL",0.85,"(0.64, 1.12)","2.80e-01",1447
"PRAVASTATIN, ALLOPURINOL","PRAVASTATIN",0.85,"(0.7, 1.03)","1.00e-01",2487
"VITAMIN C, VITAMIN E","VITAMIN E",0.85,"(0.75, 0.98)","2.07e-02",1159
"LATANOPROST, LEVOTHYROXINE","LEVOTHYROXINE",0.85,"(0.65, 1.1)","2.49e-01",8111
"MIRTAZAPINE, LEVOTHYROXINE","LEVOTHYROXINE",0.85,"(0.69, 1.04)","1.31e-01",8111
"PANTOPRAZOLE, TORASEMIDE","TORASEMIDE",0.85,"(0.65, 1.11)","2.61e-01",492
"PRAVASTATIN, RAMIPRIL","PRAVASTATIN",0.85,"(0.7, 1.04)","1.15e-01",2487
"ACETYLSALICYLIC ACID, IBANDRONATE","IBANDRONATE",0.85,"(0.68, 1.06)","1.62e-01",1623
"ACETAMINOPHEN, FELODIPINE","ACETAMINOPHEN",0.85,"(0.64, 1.13)","2.93e-01",10717
"SPIRONOLACTONE, FAMOTIDINE","SPIRONOLACTONE",0.85,"(0.64, 1.12)","2.70e-01",1531
"TRIMETHOPRIM, LOPINAVIR","TRIMETHOPRIM",0.85,"(0.65, 1.1)","2.50e-01",1614
"SPIRONOLACTONE, TORASEMIDE","SPIRONOLACTONE",0.85,"(0.65, 1.1)","2.30e-01",1531
"MAGNESIUM OXIDE, PROCHLORPERAZINE","MAGNESIUM OXIDE",0.85,"(0.59, 1.2)","4.20e-01",706
"MAGNESIUM OXIDE, OXYCODONE","OXYCODONE",0.85,"(0.69, 1.04)","1.20e-01",4418
"VALSARTAN, GLIMEPIRIDE","VALSARTAN",0.85,"(0.67, 1.07)","1.88e-01",3035
"EPINEPHRINE, HEPARIN","EPINEPHRINE",0.85,"(0.58, 1.23)","4.31e-01",237
"METOPROLOL, FENOFIBRATE","FENOFIBRATE",0.85,"(0.74, 0.98)","1.91e-02",2327
"ALENDRONATE, FAMOTIDINE","ALENDRONATE",0.85,"(0.67, 1.07)","1.85e-01",5048
"SERTRALINE, SIMVASTATIN","SIMVASTATIN",0.85,"(0.77, 0.95)","2.43e-03",13151
"OLMESARTAN, SIMVASTATIN","SIMVASTATIN",0.85,"(0.72, 1)","5.23e-02",13151
"VALPROIC ACID, BENZATROPINE","BENZATROPINE",0.85,"(0.6, 1.19)","3.75e-01",213
"TRIMETHOPRIM, LAMIVUDINE","TRIMETHOPRIM",0.85,"(0.7, 1.03)","9.78e-02",1614
"PRAVASTATIN, GLIMEPIRIDE","GLIMEPIRIDE",0.85,"(0.58, 1.21)","4.08e-01",1029
"OMALIZUMAB, SALMETEROL","SALMETEROL",0.85,"(0.67, 1.06)","1.69e-01",2396
"BISOPROLOL, AMIODARONE","AMIODARONE",0.85,"(0.65, 1.1)","2.30e-01",1096
"ATORVASTATIN, DARBEPOETIN ALFA","ATORVASTATIN",0.85,"(0.69, 1.04)","1.13e-01",14247
"ADALIMUMAB, DULOXETINE","DULOXETINE",0.85,"(0.64, 1.11)","2.61e-01",2135
"OMALIZUMAB, PREDNISONE","OMALIZUMAB",0.85,"(0.6, 1.18)","3.52e-01",368
"HEPARIN, AMIODARONE","AMIODARONE",0.85,"(0.66, 1.08)","2.04e-01",1096
"SIMVASTATIN, BISOPROLOL","SIMVASTATIN",0.85,"(0.76, 0.94)","1.78e-03",13151
"MYCOPHENOLATE MOFETIL, PREDNISOLONE","PREDNISOLONE",0.85,"(0.71, 1.01)","7.65e-02",2184
"POTASSIUM CHLORIDE, HEPARIN","POTASSIUM CHLORIDE",0.85,"(0.69, 1.04)","1.10e-01",2515
"RISPERIDONE, CLONAZEPAM","CLONAZEPAM",0.85,"(0.72, 1)","5.31e-02",3169
"NEVIRAPINE, RITONAVIR","RITONAVIR",0.85,"(0.6, 1.17)","3.63e-01",825
"PRAVASTATIN, LISINOPRIL","PRAVASTATIN",0.85,"(0.74, 0.97)","1.73e-02",2487
"OLANZAPINE, CLONAZEPAM","CLONAZEPAM",0.85,"(0.72, 0.99)","4.17e-02",3169
"PANTOPRAZOLE, DICLOFENAC","PANTOPRAZOLE",0.85,"(0.65, 1.1)","2.45e-01",3314
"BENZATROPINE, HALOPERIDOL","HALOPERIDOL",0.85,"(0.6, 1.17)","3.62e-01",675
"GABAPENTIN, LAMOTRIGINE","GABAPENTIN",0.85,"(0.69, 1.04)","1.09e-01",4852
"VARENICLINE, DULOXETINE","DULOXETINE",0.85,"(0.63, 1.12)","2.65e-01",2135
"ATENOLOL, SIMVASTATIN","SIMVASTATIN",0.85,"(0.79, 0.91)","1.78e-06",13151
"METOPROLOL, FELODIPINE","FELODIPINE",0.85,"(0.63, 1.13)","2.97e-01",389
"SIMVASTATIN, IRON","SIMVASTATIN",0.85,"(0.75, 0.95)","4.09e-03",13151
"TIOTROPIUM, AMLODIPINE","AMLODIPINE",0.85,"(0.7, 1.02)","7.60e-02",6244
"MIRTAZAPINE, QUETIAPINE","MIRTAZAPINE",0.85,"(0.69, 1.03)","9.47e-02",1067
"QUETIAPINE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",0.85,"(0.69, 1.03)","9.80e-02",5169
"METFORMIN, TELMISARTAN","TELMISARTAN",0.85,"(0.61, 1.15)","3.08e-01",718
"ACETAMINOPHEN, LEFLUNOMIDE","ACETAMINOPHEN",0.85,"(0.67, 1.05)","1.49e-01",10717
"VALPROIC ACID, GABAPENTIN","GABAPENTIN",0.85,"(0.7, 1.02)","8.82e-02",4852
"ATORVASTATIN, FENTANYL","ATORVASTATIN",0.85,"(0.74, 0.97)","1.67e-02",14247
"QUETIAPINE, DIAZEPAM","DIAZEPAM",0.85,"(0.71, 1)","5.50e-02",2427
"METHYLPREDNISOLONE, FOLIC ACID","METHYLPREDNISOLONE",0.85,"(0.61, 1.14)","3.17e-01",1051
"DIANEAL, ICODEXTRIN","DIANEAL",0.85,"(0.54, 1.27)","4.95e-01",211
"METFORMIN, LEVOTHYROXINE","LEVOTHYROXINE",0.85,"(0.77, 0.93)","1.83e-04",8111
"POTASSIUM, ROSUVASTATIN","ROSUVASTATIN",0.85,"(0.7, 1.02)","7.77e-02",7579
"AMIODARONE, LEVOTHYROXINE","LEVOTHYROXINE",0.85,"(0.71, 1)","4.66e-02",8111
"FUROSEMIDE, LEVODOPA","FUROSEMIDE",0.85,"(0.62, 1.13)","3.02e-01",6619
"METHYLPREDNISOLONE, INFLIXIMAB","METHYLPREDNISOLONE",0.85,"(0.58, 1.2)","4.09e-01",1051
"ONDANSETRON, PROCHLORPERAZINE","PROCHLORPERAZINE",0.85,"(0.72, 0.99)","3.12e-02",1033
"RABEPRAZOLE, SIMVASTATIN","SIMVASTATIN",0.85,"(0.7, 1.01)","6.48e-02",13151
"QUINAPRIL, SIMVASTATIN","SIMVASTATIN",0.85,"(0.7, 1.02)","7.71e-02",13151
"NIFEDIPINE, OMEPRAZOLE","NIFEDIPINE",0.85,"(0.66, 1.07)","1.67e-01",1057
"PACLITAXEL, DIPHENHYDRAMINE","DIPHENHYDRAMINE",0.85,"(0.66, 1.06)","1.56e-01",1392
"EFAVIRENZ, EMTRICITABINE","EMTRICITABINE",0.84,"(0.65, 1.08)","1.85e-01",363
"OXCARBAZEPINE, LAMOTRIGINE","OXCARBAZEPINE",0.84,"(0.55, 1.25)","4.60e-01",344
"PREDNISOLONE, ATENOLOL","ATENOLOL",0.84,"(0.68, 1.04)","1.08e-01",4333
"PANTOPRAZOLE, BISOPROLOL","PANTOPRAZOLE",0.84,"(0.68, 1.03)","1.06e-01",3314
"CYCLOSPORINE, FLUDARABINE","FLUDARABINE",0.84,"(0.54, 1.29)","4.81e-01",147
"QUETIAPINE, TRAZODONE","TRAZODONE",0.84,"(0.73, 0.97)","2.05e-02",1647
"MERCAPTOPURINE, MESALAZINE","MERCAPTOPURINE",0.84,"(0.54, 1.28)","4.89e-01",164
"METFORMIN, CYCLOBENZAPRINE","CYCLOBENZAPRINE",0.84,"(0.68, 1.03)","1.09e-01",1624
"ACETYLSALICYLIC ACID, INSULIN DETEMIR","ACETYLSALICYLIC ACID",0.84,"(0.65, 1.08)","1.99e-01",13865
"SIMVASTATIN, ZOLPIDEM","SIMVASTATIN",0.84,"(0.76, 0.93)","9.11e-04",13151
"RABEPRAZOLE, FOLIC ACID","RABEPRAZOLE",0.84,"(0.64, 1.1)","2.34e-01",1153
"ACETAMINOPHEN, DOMPERIDONE","ACETAMINOPHEN",0.84,"(0.66, 1.07)","1.78e-01",10717
"RAMIPRIL, ENOXAPARIN","RAMIPRIL",0.84,"(0.64, 1.1)","2.12e-01",2573
"ARIPIPRAZOLE, QUETIAPINE","ARIPIPRAZOLE",0.84,"(0.69, 1.02)","8.59e-02",835
"POTASSIUM, PRAVASTATIN","PRAVASTATIN",0.84,"(0.66, 1.07)","1.60e-01",2487
"DIGOXIN, ENALAPRIL","ENALAPRIL",0.84,"(0.67, 1.04)","1.16e-01",1391
"OMEPRAZOLE, SPIRONOLACTONE","OMEPRAZOLE",0.84,"(0.72, 0.98)","2.11e-02",6244
"ENTACAPONE, LEVODOPA","LEVODOPA",0.84,"(0.69, 1.02)","7.65e-02",550
"TRIMETHOPRIM, CYCLOSPORINE","TRIMETHOPRIM",0.84,"(0.68, 1.03)","9.48e-02",1614
"MORPHINE, DICLOFENAC","DICLOFENAC",0.84,"(0.61, 1.14)","2.84e-01",1707
"FORMOTEROL, FUROSEMIDE","FUROSEMIDE",0.84,"(0.67, 1.04)","1.19e-01",6619
"HYDROXYZINE, LEVOTHYROXINE","LEVOTHYROXINE",0.84,"(0.66, 1.05)","1.28e-01",8111
"VALSARTAN, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",0.84,"(0.77, 0.91)","2.56e-05",5169
"QUETIAPINE, BUPROPION","BUPROPION",0.84,"(0.71, 0.99)","4.05e-02",2031
"MAGNESIUM OXIDE, AMLODIPINE","AMLODIPINE",0.84,"(0.69, 1.02)","7.35e-02",6244
"FENOFIBRATE, FLUTICASONE PROPIONATE","FENOFIBRATE",0.84,"(0.67, 1.05)","1.29e-01",2327
"METHOTREXATE, RANITIDINE","RANITIDINE",0.84,"(0.66, 1.05)","1.38e-01",2172
"QUETIAPINE, ZIPRASIDONE","ZIPRASIDONE",0.84,"(0.66, 1.07)","1.50e-01",437
"PRAVASTATIN, DILTIAZEM","PRAVASTATIN",0.84,"(0.67, 1.05)","1.19e-01",2487
"RITONAVIR, LAMIVUDINE","LAMIVUDINE",0.84,"(0.72, 0.97)","1.69e-02",803
"RISPERIDONE, GABAPENTIN","GABAPENTIN",0.84,"(0.67, 1.04)","1.22e-01",4852
"SIMVASTATIN, FENOFIBRATE","SIMVASTATIN",0.84,"(0.74, 0.95)","3.92e-03",13151
"WARFARIN, FENOFIBRATE","FENOFIBRATE",0.84,"(0.69, 1.01)","6.49e-02",2327
"METOCLOPRAMIDE, CARBOPLATIN","METOCLOPRAMIDE",0.84,"(0.55, 1.23)","4.21e-01",1439
"TRIMETHOPRIM, ITRACONAZOLE","TRIMETHOPRIM",0.84,"(0.62, 1.12)","2.48e-01",1614
"DULOXETINE, EZETIMIBE","EZETIMIBE",0.84,"(0.68, 1.02)","8.31e-02",4808
"MYCOPHENOLATE MOFETIL, PREDNISONE","PREDNISONE",0.84,"(0.74, 0.95)","3.68e-03",4984
"OMEPRAZOLE, FOLIC ACID","OMEPRAZOLE",0.84,"(0.75, 0.93)","5.53e-04",6244
"POTASSIUM CHLORIDE, LOPERAMIDE","POTASSIUM CHLORIDE",0.84,"(0.63, 1.09)","2.10e-01",2515
"ATORVASTATIN, LANSOPRAZOLE","ATORVASTATIN",0.84,"(0.77, 0.91)","2.99e-05",14247
"REBAMIPIDE, ACETYLSALICYLIC ACID","REBAMIPIDE",0.84,"(0.54, 1.25)","4.45e-01",314
"LOSARTAN, NIFEDIPINE","LOSARTAN",0.84,"(0.63, 1.09)","2.08e-01",2378
"DOXAZOSIN, ALLOPURINOL","ALLOPURINOL",0.84,"(0.63, 1.09)","2.04e-01",2362
"METHOTREXATE, CYCLOPHOSPHAMIDE","METHOTREXATE",0.84,"(0.69, 1)","5.31e-02",2396
"MAGNESIUM, ESOMEPRAZOLE","MAGNESIUM",0.83,"(0.72, 0.96)","1.11e-02",929
"ROPINIROLE, LEVOTHYROXINE","LEVOTHYROXINE",0.83,"(0.63, 1.09)","1.90e-01",8111
"CYCLOSPORINE, FLUCONAZOLE","FLUCONAZOLE",0.83,"(0.62, 1.1)","2.16e-01",1154
"REBAMIPIDE, LANSOPRAZOLE","REBAMIPIDE",0.83,"(0.58, 1.18)","3.24e-01",314
"TOPIRAMATE, LEVETIRACETAM","TOPIRAMATE",0.83,"(0.6, 1.14)","2.75e-01",919
"ROSIGLITAZONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.83,"(0.73, 0.95)","3.99e-03",13865
"ALLOPURINOL, ENOXAPARIN","ALLOPURINOL",0.83,"(0.63, 1.08)","1.80e-01",2362
"METOCLOPRAMIDE, SIMVASTATIN","SIMVASTATIN",0.83,"(0.72, 0.96)","9.21e-03",13151
"POTASSIUM CHLORIDE, HYDROXYZINE","HYDROXYZINE",0.83,"(0.6, 1.14)","2.70e-01",786
"RIBAVIRIN, EPOETIN ALFA","EPOETIN ALFA",0.83,"(0.64, 1.07)","1.59e-01",1355
"SODIUM BICARBONATE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.83,"(0.62, 1.09)","2.01e-01",13865
"TRAZODONE, VARENICLINE","TRAZODONE",0.83,"(0.63, 1.08)","1.76e-01",1647
"PREDNISONE, SULFASALAZINE","PREDNISONE",0.83,"(0.63, 1.08)","1.83e-01",4984
"CARBOPLATIN, DOXORUBICIN","DOXORUBICIN",0.83,"(0.53, 1.24)","4.48e-01",825
"TRIMETHOPRIM, ITRACONAZOLE","ITRACONAZOLE",0.83,"(0.6, 1.14)","2.64e-01",313
"ACETYLSALICYLIC ACID, LEVETIRACETAM","ACETYLSALICYLIC ACID",0.83,"(0.64, 1.07)","1.61e-01",13865
"ENFUVIRTIDE, LAMIVUDINE","LAMIVUDINE",0.83,"(0.55, 1.22)","4.17e-01",803
"QUETIAPINE, BUSPIRONE","BUSPIRONE",0.83,"(0.62, 1.11)","2.19e-01",435
"MELOXICAM, PREDNISOLONE","MELOXICAM",0.83,"(0.63, 1.07)","1.63e-01",898
"DONEPEZIL, LEVOTHYROXINE","DONEPEZIL",0.83,"(0.61, 1.12)","2.58e-01",564
"MAGNESIUM, METFORMIN","MAGNESIUM",0.83,"(0.62, 1.1)","2.12e-01",929
"RISPERIDONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",0.83,"(0.68, 1.01)","5.92e-02",13865
"QUETIAPINE, VENLAFAXINE","VENLAFAXINE",0.83,"(0.71, 0.96)","1.35e-02",2370
"DILTIAZEM, IRON","DILTIAZEM",0.83,"(0.62, 1.09)","1.84e-01",1848
"METHOTREXATE, DULOXETINE","DULOXETINE",0.83,"(0.59, 1.13)","2.71e-01",2135
"MORPHINE, DICLOFENAC","MORPHINE",0.83,"(0.6, 1.12)","2.56e-01",2024
"SERTRALINE, LAMOTRIGINE","SERTRALINE",0.83,"(0.65, 1.05)","1.33e-01",3054
"TRAZODONE, ZIPRASIDONE","TRAZODONE",0.83,"(0.62, 1.1)","2.12e-01",1647
"ZIPRASIDONE, BUPROPION","ZIPRASIDONE",0.83,"(0.55, 1.22)","3.67e-01",437
"PREDNISONE, EZETIMIBE","EZETIMIBE",0.83,"(0.7, 0.97)","2.12e-02",4808
"SIMVASTATIN, INSULIN REGULAR","SIMVASTATIN",0.83,"(0.68, 1)","5.45e-02",13151
"OLANZAPINE, DIAZEPAM","DIAZEPAM",0.83,"(0.67, 1.02)","7.29e-02",2427
"LOSARTAN, ROSUVASTATIN","ROSUVASTATIN",0.83,"(0.71, 0.96)","1.21e-02",7579
"BEVACIZUMAB, AMLODIPINE","BEVACIZUMAB",0.83,"(0.49, 1.33)","5.06e-01",525
"METFORMIN, CLOZAPINE","METFORMIN",0.83,"(0.58, 1.14)","2.93e-01",4985
"DOXAZOSIN, ALLOPURINOL","DOXAZOSIN",0.83,"(0.62, 1.09)","2.10e-01",717
"SIMVASTATIN, DOCUSATE","SIMVASTATIN",0.83,"(0.68, 1)","5.02e-02",13151
"SULFAMETHOXAZOLE, CYCLOSPORINE","SULFAMETHOXAZOLE",0.83,"(0.64, 1.05)","1.27e-01",1208
"CISPLATIN, FENTANYL","FENTANYL",0.83,"(0.57, 1.16)","3.01e-01",2767
"ARIPIPRAZOLE, LEVOTHYROXINE","LEVOTHYROXINE",0.83,"(0.64, 1.06)","1.44e-01",8111
"OLMESARTAN, ATORVASTATIN","ATORVASTATIN",0.83,"(0.71, 0.96)","1.24e-02",14247
"METOPROLOL, MIDAZOLAM","MIDAZOLAM",0.83,"(0.57, 1.17)","3.26e-01",337
"VALPROIC ACID, VENLAFAXINE","VENLAFAXINE",0.83,"(0.65, 1.04)","1.05e-01",2370
"RAMIPRIL, ALENDRONATE","RAMIPRIL",0.83,"(0.62, 1.08)","1.83e-01",2573
"PREDNISOLONE, AZATHIOPRINE","AZATHIOPRINE",0.83,"(0.67, 1.01)","6.50e-02",774
"METOPROLOL, SITAGLIPTIN","METOPROLOL",0.83,"(0.65, 1.04)","1.12e-01",6198
"HEPARIN, LANSOPRAZOLE","LANSOPRAZOLE",0.83,"(0.63, 1.06)","1.56e-01",3261
"ACETYLCYSTEINE, FUROSEMIDE","FUROSEMIDE",0.83,"(0.6, 1.11)","2.37e-01",6619
"SIMVASTATIN, GABAPENTIN","SIMVASTATIN",0.83,"(0.76, 0.9)","1.03e-05",13151
"OMEPRAZOLE, TERAZOSIN","TERAZOSIN",0.83,"(0.62, 1.09)","1.89e-01",472
"BUPROPION, LAMOTRIGINE","BUPROPION",0.83,"(0.66, 1.03)","9.07e-02",2031
"LORAZEPAM, BUDESONIDE","LORAZEPAM",0.83,"(0.61, 1.09)","1.95e-01",3224
"SULFAMETHOXAZOLE, FAMOTIDINE","FAMOTIDINE",0.82,"(0.65, 1.04)","1.14e-01",1751
"REBAMIPIDE, AMLODIPINE","REBAMIPIDE",0.82,"(0.57, 1.17)","3.19e-01",314
"DIPHENHYDRAMINE, IBUPROFEN","IBUPROFEN",0.82,"(0.69, 0.98)","2.37e-02",3510
"HYDROXOCOBALAMIN, IRON","HYDROXOCOBALAMIN",0.82,"(0.64, 1.05)","1.15e-01",1004
"PANTOPRAZOLE, ROSUVASTATIN","ROSUVASTATIN",0.82,"(0.71, 0.95)","7.83e-03",7579
"SITAGLIPTIN, FUROSEMIDE","FUROSEMIDE",0.82,"(0.64, 1.04)","1.19e-01",6619
