"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"POTASSIUM CHLORIDE, VITAMIN D, FUROSEMIDE","POTASSIUM CHLORIDE, VITAMIN D",0.7,"(0.53, 0.94)","1.48e-02",227
"METFORMIN, ATORVASTATIN, LEVOTHYROXINE","ATORVASTATIN, LEVOTHYROXINE",0.7,"(0.58, 0.85)","1.75e-04",1193
"OLANZAPINE, RISPERIDONE, HALOPERIDOL","RISPERIDONE, HALOPERIDOL",0.7,"(0.47, 1.04)","7.89e-02",126
"ATENOLOL, SALMETEROL, FLUTICASONE PROPIONATE","ATENOLOL, FLUTICASONE PROPIONATE",0.7,"(0.52, 0.95)","1.94e-02",198
"TIOTROPIUM, BUDESONIDE, FORMOTEROL","TIOTROPIUM, BUDESONIDE",0.7,"(0.51, 0.98)","3.38e-02",185
"METFORMIN, NIACIN, SIMVASTATIN","NIACIN, SIMVASTATIN",0.7,"(0.52, 0.93)","1.20e-02",452
"METOPROLOL, VALSARTAN, HYDROCHLOROTHIAZIDE","METOPROLOL, HYDROCHLOROTHIAZIDE",0.7,"(0.55, 0.88)","1.79e-03",842
"METOPROLOL, ACETYLSALICYLIC ACID, HEPARIN","METOPROLOL, ACETYLSALICYLIC ACID",0.7,"(0.58, 0.84)","9.28e-05",2442
"OXYCODONE, ACETYLSALICYLIC ACID, CLOPIDOGREL","OXYCODONE, ACETYLSALICYLIC ACID",0.7,"(0.56, 0.86)","5.98e-04",904
"METOPROLOL, VALSARTAN, HYDROCHLOROTHIAZIDE","METOPROLOL, VALSARTAN",0.7,"(0.54, 0.89)","3.31e-03",426
"CYCLOPHOSPHAMIDE, EPIRUBICIN, FLUOROURACIL","CYCLOPHOSPHAMIDE, FLUOROURACIL",0.7,"(0.48, 1.02)","6.11e-02",122
"METFORMIN, ACETYLSALICYLIC ACID, EXENATIDE","ACETYLSALICYLIC ACID, EXENATIDE",0.7,"(0.48, 1.03)","5.64e-02",119
"DIGOXIN, FUROSEMIDE, LANSOPRAZOLE","DIGOXIN, LANSOPRAZOLE",0.7,"(0.49, 1)","4.43e-02",142
"ROSUVASTATIN, ACETYLSALICYLIC ACID, CARVEDILOL","ROSUVASTATIN, ACETYLSALICYLIC ACID",0.7,"(0.56, 0.87)","6.59e-04",1495
"OMEPRAZOLE, PREDNISONE, ADALIMUMAB","OMEPRAZOLE, PREDNISONE",0.7,"(0.54, 0.89)","3.06e-03",802
"MORPHINE, SALBUTAMOL, IPRATROPIUM BROMIDE","MORPHINE, SALBUTAMOL",0.7,"(0.53, 0.92)","7.26e-03",293
"ACETYLSALICYLIC ACID, AMIODARONE, LISINOPRIL","AMIODARONE, LISINOPRIL",0.7,"(0.48, 1.01)","4.88e-02",133
"PREDNISONE, ADALIMUMAB, FOLIC ACID","PREDNISONE, FOLIC ACID",0.7,"(0.57, 0.84)","1.20e-04",633
"ADALIMUMAB, FOLIC ACID, HYDROCODONE","ADALIMUMAB, HYDROCODONE",0.7,"(0.46, 1.03)","7.05e-02",166
"ATORVASTATIN, CLOPIDOGREL, ESOMEPRAZOLE","ATORVASTATIN, ESOMEPRAZOLE",0.7,"(0.54, 0.88)","2.14e-03",668
"OMEPRAZOLE, ACETAMINOPHEN, ADALIMUMAB","OMEPRAZOLE, ACETAMINOPHEN",0.7,"(0.53, 0.9)","4.16e-03",1615
"METOPROLOL, VITAMIN D, ACETYLSALICYLIC ACID","METOPROLOL, VITAMIN D",0.7,"(0.56, 0.86)","5.74e-04",420
"PREDNISONE, SALMETEROL, FLUTICASONE PROPIONATE","PREDNISONE, FLUTICASONE PROPIONATE",0.7,"(0.57, 0.84)","1.94e-04",505
"MYCOPHENOLATE MOFETIL, TACROLIMUS, CYCLOSPORINE","MYCOPHENOLATE MOFETIL, CYCLOSPORINE",0.7,"(0.46, 1.01)","5.50e-02",316
"PANTOPRAZOLE, SIMVASTATIN, AMLODIPINE","SIMVASTATIN, AMLODIPINE",0.69,"(0.54, 0.88)","1.92e-03",1256
"METFORMIN, ACETYLSALICYLIC ACID, LEVOTHYROXINE","ACETYLSALICYLIC ACID, LEVOTHYROXINE",0.69,"(0.58, 0.82)","1.16e-05",1731
"QUETIAPINE, ACETAMINOPHEN, CLONAZEPAM","ACETAMINOPHEN, CLONAZEPAM",0.69,"(0.54, 0.88)","1.69e-03",818
"METHOTREXATE, FOLIC ACID, LANSOPRAZOLE","METHOTREXATE, FOLIC ACID",0.69,"(0.49, 0.97)","3.01e-02",720
"LORAZEPAM, SALBUTAMOL, IPRATROPIUM BROMIDE","LORAZEPAM, IPRATROPIUM BROMIDE",0.69,"(0.45, 1.09)","1.01e-01",142
"PREDNISONE, DOXORUBICIN, FILGRASTIM","PREDNISONE, DOXORUBICIN",0.69,"(0.39, 1.15)","1.75e-01",164
"METFORMIN, OMEPRAZOLE, LISINOPRIL","OMEPRAZOLE, LISINOPRIL",0.69,"(0.55, 0.87)","9.99e-04",662
"SIMVASTATIN, EZETIMIBE, FUROSEMIDE","SIMVASTATIN, EZETIMIBE",0.69,"(0.59, 0.8)","5.48e-07",2098
"POTASSIUM CHLORIDE, SALMETEROL, FUROSEMIDE","POTASSIUM CHLORIDE, SALMETEROL",0.69,"(0.52, 0.92)","8.46e-03",232
"METFORMIN, ACETYLSALICYLIC ACID, EZETIMIBE","ACETYLSALICYLIC ACID, EZETIMIBE",0.69,"(0.57, 0.83)","3.73e-05",1159
"METFORMIN, ACETYLSALICYLIC ACID, GLYBURIDE","ACETYLSALICYLIC ACID, GLYBURIDE",0.69,"(0.56, 0.86)","7.78e-04",365
"RITONAVIR, TENOFOVIR, ABACAVIR","TENOFOVIR, ABACAVIR",0.69,"(0.47, 1.03)","5.64e-02",120
"SULFAMETHOXAZOLE, TENOFOVIR, TRIMETHOPRIM","TENOFOVIR, TRIMETHOPRIM",0.69,"(0.45, 1.08)","8.29e-02",123
"SIMVASTATIN, ESOMEPRAZOLE, EZETIMIBE","SIMVASTATIN, EZETIMIBE",0.69,"(0.57, 0.83)","4.49e-05",2098
"ACETAMINOPHEN, FUROSEMIDE, ISOSORBIDE MONONITRATE","FUROSEMIDE, ISOSORBIDE MONONITRATE",0.69,"(0.52, 0.9)","4.78e-03",392
"FENTANYL, FUROSEMIDE, HEPARIN","FENTANYL, FUROSEMIDE",0.69,"(0.52, 0.9)","4.28e-03",479
"METFORMIN, WARFARIN, DIGOXIN","METFORMIN, DIGOXIN",0.69,"(0.49, 0.96)","2.86e-02",191
"METOPROLOL, SALBUTAMOL, IPRATROPIUM BROMIDE","METOPROLOL, IPRATROPIUM BROMIDE",0.69,"(0.48, 1)","3.93e-02",216
"SALMETEROL, FEXOFENADINE, FLUTICASONE PROPIONATE","FEXOFENADINE, FLUTICASONE PROPIONATE",0.69,"(0.54, 0.88)","2.58e-03",288
"METHOTREXATE, CELECOXIB, FOLIC ACID","METHOTREXATE, CELECOXIB",0.69,"(0.48, 0.97)","3.21e-02",142
"SULFAMETHOXAZOLE, TRIMETHOPRIM, AMLODIPINE","TRIMETHOPRIM, AMLODIPINE",0.69,"(0.49, 0.97)","3.22e-02",162
"NIACIN, SIMVASTATIN, CLOPIDOGREL","SIMVASTATIN, CLOPIDOGREL",0.69,"(0.52, 0.89)","3.16e-03",1170
"ACETAMINOPHEN, CLONIDINE, FUROSEMIDE","ACETAMINOPHEN, CLONIDINE",0.69,"(0.52, 0.9)","4.31e-03",351
"SIMVASTATIN, EZETIMIBE, AMLODIPINE","SIMVASTATIN, EZETIMIBE",0.69,"(0.57, 0.82)","1.18e-05",2098
"METHOTREXATE, PREDNISOLONE, ETANERCEPT","METHOTREXATE, ETANERCEPT",0.69,"(0.45, 1.01)","6.22e-02",569
"METFORMIN, ACETYLSALICYLIC ACID, FISH OIL","METFORMIN, FISH OIL",0.69,"(0.48, 0.98)","3.44e-02",141
"METHOTREXATE, ACETAMINOPHEN, ALENDRONATE","METHOTREXATE, ALENDRONATE",0.69,"(0.41, 1.09)","1.22e-01",158
"SALMETEROL, SIMVASTATIN, FUROSEMIDE","SIMVASTATIN, FUROSEMIDE",0.69,"(0.53, 0.87)","1.65e-03",1513
"PREDNISONE, CYCLOPHOSPHAMIDE, ETOPOSIDE","PREDNISONE, CYCLOPHOSPHAMIDE",0.68,"(0.43, 1.04)","7.75e-02",243
"ADALIMUMAB, FOLIC ACID, HYDROXYCHLOROQUINE","FOLIC ACID, HYDROXYCHLOROQUINE",0.68,"(0.45, 1.03)","7.03e-02",124
"BEVACIZUMAB, FLUOROURACIL, LEUCOVORIN","FLUOROURACIL, LEUCOVORIN",0.68,"(0.46, 1)","5.10e-02",138
"METFORMIN, GLIMEPIRIDE, LISINOPRIL","METFORMIN, LISINOPRIL",0.68,"(0.5, 0.92)","1.11e-02",779
"ALLOPURINOL, FUROSEMIDE, LANSOPRAZOLE","ALLOPURINOL, LANSOPRAZOLE",0.68,"(0.5, 0.92)","1.12e-02",239
"ATORVASTATIN, CLOPIDOGREL, EZETIMIBE","ATORVASTATIN, EZETIMIBE",0.68,"(0.56, 0.84)","1.37e-04",867
"METFORMIN, SIMVASTATIN, ACETYLSALICYLIC ACID","SIMVASTATIN, ACETYLSALICYLIC ACID",0.68,"(0.61, 0.76)","1.62e-13",3531
"METOPROLOL, FUROSEMIDE, GLYBURIDE","METOPROLOL, GLYBURIDE",0.68,"(0.48, 0.96)","2.27e-02",198
"SIMVASTATIN, ACETYLSALICYLIC ACID, FENOFIBRATE","SIMVASTATIN, ACETYLSALICYLIC ACID",0.68,"(0.53, 0.87)","1.08e-03",3531
"SIMVASTATIN, VITAMIN D, ACETYLSALICYLIC ACID","SIMVASTATIN, VITAMIN D",0.68,"(0.55, 0.85)","3.53e-04",401
"METHOTREXATE, ACETAMINOPHEN, ADALIMUMAB","ACETAMINOPHEN, ADALIMUMAB",0.68,"(0.53, 0.87)","1.70e-03",360
"METFORMIN, SIMVASTATIN, EZETIMIBE","METFORMIN, EZETIMIBE",0.68,"(0.55, 0.84)","2.14e-04",413
"GADOBENATE DIMEGLUMINE, GADOPENTETATE DIMEGLUMINE, GADOVERSETAMIDE","GADOBENATE DIMEGLUMINE, GADOVERSETAMIDE",0.68,"(0.23, 2.44)","5.59e-01",341
"METFORMIN, ROSIGLITAZONE, FUROSEMIDE","METFORMIN, FUROSEMIDE",0.68,"(0.51, 0.9)","4.87e-03",648
"METFORMIN, EZETIMIBE, LISINOPRIL","EZETIMIBE, LISINOPRIL",0.68,"(0.51, 0.89)","4.13e-03",362
"SALBUTAMOL, FLUTICASONE PROPIONATE, GUAIFENESIN","FLUTICASONE PROPIONATE, GUAIFENESIN",0.68,"(0.48, 0.97)","2.83e-02",145
"SIMVASTATIN, ENALAPRIL, FUROSEMIDE","SIMVASTATIN, FUROSEMIDE",0.68,"(0.53, 0.86)","8.42e-04",1513
"METOPROLOL, ROSIGLITAZONE, SIMVASTATIN","ROSIGLITAZONE, SIMVASTATIN",0.68,"(0.45, 0.99)","3.94e-02",191
"ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE, LISINOPRIL","ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE",0.68,"(0.53, 0.86)","8.13e-04",606
"SALBUTAMOL, SULFAMETHOXAZOLE, TRIMETHOPRIM","SALBUTAMOL, SULFAMETHOXAZOLE",0.68,"(0.39, 1.25)","1.60e-01",154
"METFORMIN, ATORVASTATIN, GLIMEPIRIDE","ATORVASTATIN, GLIMEPIRIDE",0.68,"(0.49, 0.92)","1.21e-02",200
"ACETAMINOPHEN, VITAMIN D, FOLIC ACID","ACETAMINOPHEN, VITAMIN D",0.68,"(0.53, 0.86)","1.26e-03",743
"ACETYLSALICYLIC ACID, CALCIUM, ALENDRONATE","CALCIUM, ALENDRONATE",0.68,"(0.54, 0.84)","2.81e-04",766
"METOPROLOL, EZETIMIBE, LISINOPRIL","EZETIMIBE, LISINOPRIL",0.68,"(0.51, 0.89)","4.00e-03",362
"ATENOLOL, ATORVASTATIN, CLOPIDOGREL","ATENOLOL, ATORVASTATIN",0.68,"(0.55, 0.83)","8.43e-05",986
"METFORMIN, METOPROLOL, LISINOPRIL","METOPROLOL, LISINOPRIL",0.68,"(0.56, 0.81)","1.32e-05",1125
"SALMETEROL, BUDESONIDE, FLUTICASONE PROPIONATE","SALMETEROL, BUDESONIDE",0.68,"(0.47, 0.98)","3.15e-02",143
"ATAZANAVIR, TENOFOVIR, LAMIVUDINE","TENOFOVIR, LAMIVUDINE",0.67,"(0.46, 0.97)","2.84e-02",228
"MONTELUKAST, SALMETEROL, IPRATROPIUM BROMIDE","MONTELUKAST, IPRATROPIUM BROMIDE",0.67,"(0.49, 0.92)","1.13e-02",198
"MESALAZINE, AZATHIOPRINE, INFLIXIMAB","MESALAZINE, INFLIXIMAB",0.67,"(0.45, 0.98)","3.38e-02",180
"SIMVASTATIN, ACETYLSALICYLIC ACID, ENOXAPARIN","SIMVASTATIN, ACETYLSALICYLIC ACID",0.67,"(0.52, 0.86)","9.54e-04",3531
"SALBUTAMOL, BUDESONIDE, FORMOTEROL","SALBUTAMOL, FORMOTEROL",0.67,"(0.51, 0.89)","3.82e-03",297
"AMOXICILLIN, CIPROFLOXACIN, CLAVULANATE","AMOXICILLIN, CIPROFLOXACIN",0.67,"(0.52, 0.87)","2.33e-03",273
"METFORMIN, ROSIGLITAZONE, HYDROCHLOROTHIAZIDE","ROSIGLITAZONE, HYDROCHLOROTHIAZIDE",0.67,"(0.47, 0.97)","3.07e-02",133
"PANTOPRAZOLE, SALBUTAMOL, IPRATROPIUM BROMIDE","PANTOPRAZOLE, IPRATROPIUM BROMIDE",0.67,"(0.48, 0.95)","2.14e-02",219
"ACETAMINOPHEN, FOLIC ACID, HYDROXOCOBALAMIN","ACETAMINOPHEN, HYDROXOCOBALAMIN",0.67,"(0.51, 0.88)","2.50e-03",301
"TIOTROPIUM, FLUTICASONE PROPIONATE, LEVOTHYROXINE","FLUTICASONE PROPIONATE, LEVOTHYROXINE",0.67,"(0.49, 0.91)","8.71e-03",478
"ONDANSETRON, DEXAMETHASONE, DIPHENHYDRAMINE","ONDANSETRON, DEXAMETHASONE",0.67,"(0.49, 0.9)","6.22e-03",494
"VINCRISTINE, DOXORUBICIN, ETOPOSIDE","VINCRISTINE, DOXORUBICIN",0.67,"(0.46, 0.94)","1.86e-02",298
"LORAZEPAM, SALMETEROL, FLUTICASONE PROPIONATE","LORAZEPAM, SALMETEROL",0.67,"(0.42, 1.12)","1.04e-01",152
"METFORMIN, ATORVASTATIN, HYDROCHLOROTHIAZIDE","ATORVASTATIN, HYDROCHLOROTHIAZIDE",0.67,"(0.56, 0.8)","5.12e-06",1081
"AMOXICILLIN, OMEPRAZOLE, CLAVULANATE","AMOXICILLIN, OMEPRAZOLE",0.67,"(0.54, 0.83)","1.54e-04",435
"METFORMIN, SIMVASTATIN, SITAGLIPTIN","SIMVASTATIN, SITAGLIPTIN",0.67,"(0.47, 0.95)","2.05e-02",149
"METHYLPREDNISOLONE, PREDNISOLONE, CYCLOSPORINE","METHYLPREDNISOLONE, CYCLOSPORINE",0.67,"(0.4, 1.07)","8.59e-02",101
"MIDAZOLAM, PROPOFOL, FENTANYL","MIDAZOLAM, PROPOFOL",0.67,"(0.45, 0.98)","3.47e-02",118
"TENOFOVIR, ABACAVIR, LAMIVUDINE","TENOFOVIR, ABACAVIR",0.67,"(0.45, 0.99)","3.68e-02",120
"PIOGLITAZONE, SIMVASTATIN, ACETYLSALICYLIC ACID","SIMVASTATIN, ACETYLSALICYLIC ACID",0.67,"(0.52, 0.84)","2.80e-04",3531
"METFORMIN, RAMIPRIL, FUROSEMIDE","RAMIPRIL, FUROSEMIDE",0.67,"(0.49, 0.9)","5.89e-03",484
"EZETIMIBE, FUROSEMIDE, LEVOTHYROXINE","EZETIMIBE, LEVOTHYROXINE",0.66,"(0.5, 0.88)","2.70e-03",429
"METHOTREXATE, CYCLOPHOSPHAMIDE, ETOPOSIDE","METHOTREXATE, CYCLOPHOSPHAMIDE",0.66,"(0.37, 1.12)","1.35e-01",125
"ARIPIPRAZOLE, QUETIAPINE, ZIPRASIDONE","ARIPIPRAZOLE, QUETIAPINE",0.66,"(0.39, 1.07)","1.07e-01",126
"METHOTREXATE, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETAMINOPHEN, ACETYLSALICYLIC ACID",0.66,"(0.51, 0.84)","4.98e-04",2386
"OXYCODONE, ACETYLSALICYLIC ACID, CLOPIDOGREL","OXYCODONE, CLOPIDOGREL",0.66,"(0.5, 0.88)","3.37e-03",233
"TRIMETHOPRIM, VINCRISTINE, DOXORUBICIN","TRIMETHOPRIM, VINCRISTINE",0.66,"(0.43, 1.01)","4.73e-02",100
"METHOTREXATE, PREDNISOLONE, CYCLOPHOSPHAMIDE","PREDNISOLONE, CYCLOPHOSPHAMIDE",0.66,"(0.4, 1.05)","8.18e-02",154
"ROSUVASTATIN, VITAMIN D, ACETYLSALICYLIC ACID","ROSUVASTATIN, VITAMIN D",0.66,"(0.51, 0.86)","1.64e-03",280
"NIACIN, SIMVASTATIN, ACETYLSALICYLIC ACID","SIMVASTATIN, ACETYLSALICYLIC ACID",0.66,"(0.57, 0.76)","1.99e-09",3531
"SIMVASTATIN, INSULIN ASPART, INSULIN GLARGINE","SIMVASTATIN, INSULIN ASPART",0.66,"(0.45, 0.97)","2.79e-02",127
"NIACIN, ROSUVASTATIN, ACETYLSALICYLIC ACID","ROSUVASTATIN, ACETYLSALICYLIC ACID",0.66,"(0.56, 0.78)","1.19e-07",1495
"METOPROLOL, CLOPIDOGREL, HEPARIN","METOPROLOL, CLOPIDOGREL",0.66,"(0.5, 0.87)","1.83e-03",1109
"ACETYLSALICYLIC ACID, AMIODARONE, LISINOPRIL","ACETYLSALICYLIC ACID, AMIODARONE",0.66,"(0.49, 0.88)","3.72e-03",472
"RITONAVIR, ABACAVIR, LAMIVUDINE","RITONAVIR, ABACAVIR",0.66,"(0.48, 0.92)","1.27e-02",196
"METHOTREXATE, METOPROLOL, FOLIC ACID","METHOTREXATE, METOPROLOL",0.66,"(0.46, 0.95)","2.37e-02",132
"METHOTREXATE, SALBUTAMOL, FOLIC ACID","SALBUTAMOL, FOLIC ACID",0.66,"(0.48, 0.88)","4.39e-03",286
"SIMVASTATIN, CLOPIDOGREL, ISOSORBIDE MONONITRATE","SIMVASTATIN, ISOSORBIDE MONONITRATE",0.66,"(0.52, 0.83)","3.42e-04",418
"ACETYLSALICYLIC ACID, CLOPIDOGREL, HEPARIN","ACETYLSALICYLIC ACID, HEPARIN",0.66,"(0.51, 0.85)","8.91e-04",327
"METFORMIN, ROSIGLITAZONE, EXENATIDE","METFORMIN, ROSIGLITAZONE",0.66,"(0.49, 0.86)","1.67e-03",597
"METHOTREXATE, VINCRISTINE, DOXORUBICIN","VINCRISTINE, DOXORUBICIN",0.66,"(0.44, 0.94)","2.11e-02",298
"METHOTREXATE, FOLIC ACID, LEVOTHYROXINE","METHOTREXATE, LEVOTHYROXINE",0.66,"(0.47, 0.9)","8.28e-03",166
"METHYLPREDNISOLONE, SULFAMETHOXAZOLE, TRIMETHOPRIM","SULFAMETHOXAZOLE, TRIMETHOPRIM",0.66,"(0.47, 0.89)","4.66e-03",1145
"METOPROLOL, NIACIN, SIMVASTATIN","NIACIN, SIMVASTATIN",0.66,"(0.5, 0.85)","1.28e-03",452
"ATORVASTATIN, SALBUTAMOL, IPRATROPIUM BROMIDE","ATORVASTATIN, SALBUTAMOL",0.65,"(0.52, 0.82)","1.48e-04",485
"METOPROLOL, SIMVASTATIN, GLIPIZIDE","METOPROLOL, SIMVASTATIN",0.65,"(0.49, 0.86)","1.23e-03",1528
"SALMETEROL, ZOLPIDEM, FLUTICASONE PROPIONATE","ZOLPIDEM, FLUTICASONE PROPIONATE",0.65,"(0.52, 0.83)","2.89e-04",329
"TENOFOVIR, ZIDOVUDINE, EMTRICITABINE","TENOFOVIR, ZIDOVUDINE",0.65,"(0.42, 0.99)","4.03e-02",111
"NITROGLYCERIN, ACETYLSALICYLIC ACID, HEPARIN","ACETYLSALICYLIC ACID, HEPARIN",0.65,"(0.47, 0.89)","6.42e-03",327
"MORPHINE, SALMETEROL, FLUTICASONE PROPIONATE","MORPHINE, FLUTICASONE PROPIONATE",0.65,"(0.46, 0.93)","1.53e-02",149
"METFORMIN, ROSIGLITAZONE, AMLODIPINE","ROSIGLITAZONE, AMLODIPINE",0.65,"(0.44, 0.97)","3.36e-02",113
"AMOXICILLIN, POTASSIUM, ACETYLSALICYLIC ACID","AMOXICILLIN, ACETYLSALICYLIC ACID",0.65,"(0.52, 0.81)","9.77e-05",428
"METOPROLOL, ALLOPURINOL, AMLODIPINE","METOPROLOL, ALLOPURINOL",0.65,"(0.48, 0.87)","2.37e-03",377
"METHOTREXATE, PREDNISONE, HYDROXYCHLOROQUINE","PREDNISONE, HYDROXYCHLOROQUINE",0.65,"(0.48, 0.88)","3.59e-03",236
"SALMETEROL, ALPRAZOLAM, FLUTICASONE PROPIONATE","SALMETEROL, ALPRAZOLAM",0.65,"(0.41, 1.07)","6.41e-02",183
"METHOTREXATE, FOLIC ACID, INFLIXIMAB","METHOTREXATE, INFLIXIMAB",0.65,"(0.5, 0.84)","6.17e-04",323
"SALMETEROL, DIGOXIN, FLUTICASONE PROPIONATE","DIGOXIN, FLUTICASONE PROPIONATE",0.65,"(0.46, 0.92)","1.24e-02",159
"POTASSIUM, SALMETEROL, FLUTICASONE PROPIONATE","POTASSIUM, FLUTICASONE PROPIONATE",0.65,"(0.48, 0.88)","4.20e-03",206
"METOPROLOL, NIACIN, SIMVASTATIN","METOPROLOL, SIMVASTATIN",0.65,"(0.5, 0.83)","3.58e-04",1528
"MONTELUKAST, OMALIZUMAB, FLUTICASONE PROPIONATE","MONTELUKAST, OMALIZUMAB",0.65,"(0.42, 0.99)","3.72e-02",106
"EZETIMIBE, FUROSEMIDE, LEVOTHYROXINE","EZETIMIBE, FUROSEMIDE",0.65,"(0.49, 0.86)","1.49e-03",424
"CYCLOPHOSPHAMIDE, DEXAMETHASONE, DOXORUBICIN","DEXAMETHASONE, DOXORUBICIN",0.65,"(0.52, 0.8)","4.98e-05",399
"RITONAVIR, ZIDOVUDINE, LOPINAVIR","RITONAVIR, ZIDOVUDINE",0.65,"(0.47, 0.9)","8.51e-03",159
"PREDNISONE, CYCLOPHOSPHAMIDE, FILGRASTIM","CYCLOPHOSPHAMIDE, FILGRASTIM",0.65,"(0.4, 1.03)","6.96e-02",100
"SERTRALINE, ACETYLSALICYLIC ACID, CLOPIDOGREL","SERTRALINE, CLOPIDOGREL",0.65,"(0.47, 0.89)","6.20e-03",179
"SIMVASTATIN, INSULIN ASPART, INSULIN GLARGINE","SIMVASTATIN, INSULIN GLARGINE",0.65,"(0.46, 0.89)","5.84e-03",312
"ACETYLSALICYLIC ACID, ADALIMUMAB, FOLIC ACID","ACETYLSALICYLIC ACID, FOLIC ACID",0.65,"(0.49, 0.84)","5.09e-04",717
"SALMETEROL, EZETIMIBE, FLUTICASONE PROPIONATE","SALMETEROL, EZETIMIBE",0.65,"(0.32, 1.44)","2.18e-01",109
"METFORMIN, ROSIGLITAZONE, HYDROCHLOROTHIAZIDE","METFORMIN, HYDROCHLOROTHIAZIDE",0.65,"(0.49, 0.84)","8.32e-04",585
"SALMETEROL, SERTRALINE, FLUTICASONE PROPIONATE","SERTRALINE, FLUTICASONE PROPIONATE",0.64,"(0.49, 0.85)","1.76e-03",237
"METFORMIN, ROSIGLITAZONE, GLIPIZIDE","ROSIGLITAZONE, GLIPIZIDE",0.64,"(0.45, 0.92)","1.34e-02",138
"PRAVASTATIN, ACETYLSALICYLIC ACID, AMLODIPINE","ACETYLSALICYLIC ACID, AMLODIPINE",0.64,"(0.5, 0.81)","1.11e-04",1952
"OMALIZUMAB, SALBUTAMOL, FLUTICASONE PROPIONATE","SALBUTAMOL, FLUTICASONE PROPIONATE",0.64,"(0.47, 0.86)","2.01e-03",1368
"METHYLPREDNISOLONE, MYCOPHENOLATE MOFETIL, CYCLOSPORINE","MYCOPHENOLATE MOFETIL, CYCLOSPORINE",0.64,"(0.44, 0.91)","1.12e-02",316
"METOPROLOL, EZETIMIBE, LISINOPRIL","METOPROLOL, EZETIMIBE",0.64,"(0.49, 0.83)","4.38e-04",553
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LAMIVUDINE","TRIMETHOPRIM, LAMIVUDINE",0.64,"(0.43, 0.95)","2.30e-02",125
"SALBUTAMOL, ALPRAZOLAM, IPRATROPIUM BROMIDE","ALPRAZOLAM, IPRATROPIUM BROMIDE",0.64,"(0.41, 1.04)","5.43e-02",142
"METFORMIN, SIMVASTATIN, WARFARIN","SIMVASTATIN, WARFARIN",0.64,"(0.49, 0.81)","1.57e-04",920
"OXYCODONE, SPIRONOLACTONE, FUROSEMIDE","OXYCODONE, FUROSEMIDE",0.64,"(0.51, 0.8)","3.90e-05",939
"ATORVASTATIN, ACETYLSALICYLIC ACID, FENOFIBRATE","ATORVASTATIN, FENOFIBRATE",0.64,"(0.51, 0.8)","3.63e-05",451
"METOPROLOL, SIMVASTATIN, HEPARIN","METOPROLOL, SIMVASTATIN",0.64,"(0.48, 0.83)","4.03e-04",1528
"ADALIMUMAB, ALENDRONATE, FOLIC ACID","ALENDRONATE, FOLIC ACID",0.64,"(0.46, 0.87)","3.58e-03",280
"MIDAZOLAM, PROPOFOL, FENTANYL","PROPOFOL, FENTANYL",0.64,"(0.46, 0.87)","3.70e-03",199
"METFORMIN, SIMVASTATIN, FUROSEMIDE","SIMVASTATIN, FUROSEMIDE",0.64,"(0.54, 0.75)","4.39e-09",1513
"PREDNISONE, ACETAMINOPHEN, VITAMIN D","ACETAMINOPHEN, VITAMIN D",0.64,"(0.51, 0.78)","1.22e-05",743
"NIACIN, ACETYLSALICYLIC ACID, EZETIMIBE","NIACIN, EZETIMIBE",0.63,"(0.47, 0.85)","1.96e-03",205
"MONTELUKAST, OMALIZUMAB, SALMETEROL","MONTELUKAST, SALMETEROL",0.63,"(0.45, 0.88)","4.69e-03",423
"SIMVASTATIN, ACETYLSALICYLIC ACID, EZETIMIBE","SIMVASTATIN, EZETIMIBE",0.63,"(0.57, 0.71)","7.30e-18",2098
"MYCOPHENOLATE MOFETIL, PREDNISONE, SULFAMETHOXAZOLE","MYCOPHENOLATE MOFETIL, PREDNISONE",0.63,"(0.41, 0.94)","2.06e-02",290
"VITAMIN D, CALCIUM, ADALIMUMAB","VITAMIN D, ADALIMUMAB",0.63,"(0.41, 0.95)","2.51e-02",131
"SIMVASTATIN, FUROSEMIDE, LANSOPRAZOLE","SIMVASTATIN, LANSOPRAZOLE",0.63,"(0.5, 0.8)","7.27e-05",586
"PREDNISONE, SALBUTAMOL, SIMVASTATIN","PREDNISONE, SIMVASTATIN",0.63,"(0.48, 0.82)","3.42e-04",557
"METFORMIN, SIMVASTATIN, AMLODIPINE","SIMVASTATIN, AMLODIPINE",0.63,"(0.53, 0.76)","1.18e-07",1256
"METFORMIN, OMEPRAZOLE, SIMVASTATIN","OMEPRAZOLE, SIMVASTATIN",0.63,"(0.52, 0.76)","2.18e-07",1309
"MYCOPHENOLATE MOFETIL, SULFAMETHOXAZOLE, TRIMETHOPRIM","SULFAMETHOXAZOLE, TRIMETHOPRIM",0.63,"(0.48, 0.81)","1.80e-04",1145
"METFORMIN, ATORVASTATIN, GLIMEPIRIDE","METFORMIN, ATORVASTATIN",0.63,"(0.48, 0.81)","1.63e-04",1111
"METHOTREXATE, OMEPRAZOLE, PREDNISONE","OMEPRAZOLE, PREDNISONE",0.63,"(0.5, 0.79)","2.47e-05",802
