"Drug_name","OR","95.CI","Pvalue","ac"
"OLANZAPINE, VALPROIC ACID",1.21,"(1.04, 1.4)","1.16e-02",136860
"OLANZAPINE, FLUOXETINE",1.21,"(0.97, 1.49)","8.08e-02",136860
"METHOTREXATE, ATORVASTATIN",1.21,"(1, 1.45)","4.62e-02",136860
"VALPROIC ACID, BENZATROPINE",1.21,"(0.89, 1.61)","1.98e-01",136860
"OLANZAPINE, LITHIUM",1.21,"(0.98, 1.47)","6.83e-02",136860
"METOCLOPRAMIDE, GRANISETRON",1.21,"(0.87, 1.64)","2.33e-01",136860
"TIOTROPIUM, FORMOTEROL",1.21,"(1.03, 1.41)","1.84e-02",136860
"ADALIMUMAB, FISH OIL",1.21,"(0.92, 1.55)","1.43e-01",136860
"RISPERIDONE, AMLODIPINE",1.2,"(0.86, 1.64)","2.29e-01",136860
"PREDNISOLONE, SULFAMETHOXAZOLE",1.2,"(0.99, 1.45)","5.23e-02",136860
"PERINDOPRIL, FUROSEMIDE",1.2,"(0.97, 1.48)","8.64e-02",136860
"POTASSIUM CHLORIDE, HYDROXYZINE",1.2,"(0.87, 1.63)","2.39e-01",136860
"TRIMETHOPRIM, LAMIVUDINE",1.2,"(1, 1.44)","4.65e-02",136860
"ADALIMUMAB, CLOPIDOGREL",1.2,"(0.9, 1.58)","1.98e-01",136860
"TIMOLOL, LATANOPROST",1.2,"(0.96, 1.49)","9.67e-02",136860
"PIOGLITAZONE, GLIMEPIRIDE",1.2,"(1.01, 1.42)","3.85e-02",136860
"DROSPIRENONE, FLUTICASONE PROPIONATE",1.2,"(0.86, 1.64)","2.30e-01",136860
"TIOTROPIUM, LANSOPRAZOLE",1.2,"(0.89, 1.58)","1.94e-01",136860
"TACROLIMUS, AMLODIPINE",1.2,"(0.94, 1.5)","1.16e-01",136860
"SULFAMETHOXAZOLE, FILGRASTIM",1.2,"(0.87, 1.61)","2.46e-01",136860
"TRIMETHOPRIM, LOPINAVIR",1.2,"(0.92, 1.54)","1.68e-01",136860
"DOPAMINE, FUROSEMIDE",1.2,"(0.9, 1.56)","1.85e-01",136860
"ZIDOVUDINE, DIDANOSINE",1.2,"(0.93, 1.51)","1.35e-01",136860
"RISPERIDONE, FUROSEMIDE",1.2,"(0.93, 1.52)","1.42e-01",136860
"ACETYLSALICYLIC ACID, LEFLUNOMIDE",1.2,"(0.87, 1.61)","2.46e-01",136860
"NIFEDIPINE, CANDESARTAN",1.2,"(0.86, 1.63)","2.65e-01",136860
"ZIPRASIDONE, CLONAZEPAM",1.19,"(0.91, 1.54)","1.63e-01",136860
"THEOPHYLLINE, TIOTROPIUM",1.19,"(0.92, 1.52)","1.58e-01",136860
"BUPROPION, ADALIMUMAB",1.19,"(0.87, 1.6)","2.52e-01",136860
"DIGOXIN, ENALAPRIL",1.19,"(0.96, 1.47)","9.89e-02",136860
"PREDNISONE, LEFLUNOMIDE",1.19,"(1.01, 1.4)","3.52e-02",136860
"RALTEGRAVIR, EMTRICITABINE",1.19,"(0.93, 1.52)","1.45e-01",136860
"DIDANOSINE, EFAVIRENZ",1.19,"(0.89, 1.56)","2.04e-01",136860
"GLIMEPIRIDE, INSULIN GLARGINE",1.19,"(0.95, 1.47)","1.15e-01",136860
"RISPERIDONE, HALOPERIDOL",1.19,"(0.99, 1.42)","6.07e-02",136860
"RABEPRAZOLE, ALLOPURINOL",1.19,"(0.84, 1.63)","2.93e-01",136860
"ARIPIPRAZOLE, VENLAFAXINE",1.19,"(0.91, 1.53)","1.85e-01",136860
"CALCIUM, ADALIMUMAB",1.19,"(1, 1.41)","4.94e-02",136860
"LORAZEPAM, BEVACIZUMAB",1.19,"(0.92, 1.52)","1.76e-01",136860
"TRIMETHOPRIM, CYCLOSPORINE",1.19,"(0.97, 1.44)","8.71e-02",136860
"QUETIAPINE, LAMOTRIGINE",1.19,"(1.01, 1.38)","3.30e-02",136860
"QUETIAPINE, SERTRALINE",1.19,"(1.02, 1.37)","2.78e-02",136860
"SPIRONOLACTONE, LACTULOSE",1.18,"(0.89, 1.55)","2.10e-01",136860
"RISPERIDONE, FLUOXETINE",1.18,"(0.92, 1.5)","1.66e-01",136860
"RITONAVIR, STAVUDINE",1.18,"(0.95, 1.45)","1.12e-01",136860
"FILGRASTIM, FLUCONAZOLE",1.18,"(0.91, 1.52)","1.86e-01",136860
"VALSARTAN, ALLOPURINOL",1.18,"(0.97, 1.44)","8.90e-02",136860
"TRASTUZUMAB, LAPATINIB",1.18,"(0.92, 1.51)","1.83e-01",136860
"METFORMIN, TELMISARTAN",1.18,"(0.86, 1.59)","2.55e-01",136860
"ATENOLOL, GLIMEPIRIDE",1.18,"(0.86, 1.59)","2.84e-01",136860
"SORAFENIB, AMLODIPINE",1.18,"(0.88, 1.55)","2.26e-01",136860
"TAZOBACTAM, CIPROFLOXACIN",1.18,"(0.86, 1.57)","2.65e-01",136860
"QUETIAPINE, LITHIUM",1.18,"(0.99, 1.39)","5.56e-02",136860
"TRAZODONE, LAMOTRIGINE",1.18,"(0.89, 1.53)","2.19e-01",136860
"RISPERIDONE, SERTRALINE",1.18,"(0.95, 1.44)","1.20e-01",136860
"TRIMETHOPRIM, ITRACONAZOLE",1.18,"(0.87, 1.56)","2.75e-01",136860
"OMALIZUMAB, FORMOTEROL",1.17,"(0.88, 1.53)","2.39e-01",136860
"DONEPEZIL, LEVOTHYROXINE",1.17,"(0.87, 1.56)","2.75e-01",136860
"TICLOPIDINE, ACETYLSALICYLIC ACID",1.17,"(0.91, 1.49)","2.08e-01",136860
"NIFEDIPINE, DOXAZOSIN",1.17,"(0.85, 1.58)","3.20e-01",136860
"ARIPIPRAZOLE, VALPROIC ACID",1.17,"(0.95, 1.43)","1.22e-01",136860
"EMTRICITABINE, LAMIVUDINE",1.17,"(0.9, 1.5)","2.23e-01",136860
"OLANZAPINE, SERTRALINE",1.17,"(0.95, 1.43)","1.32e-01",136860
"DOMPERIDONE, FUROSEMIDE",1.17,"(0.84, 1.59)","3.09e-01",136860
"STAVUDINE, ZIDOVUDINE",1.17,"(0.88, 1.52)","2.45e-01",136860
"PHENYTOIN, LEVOTHYROXINE",1.17,"(0.86, 1.56)","2.73e-01",136860
"ROSUVASTATIN, ADALIMUMAB",1.17,"(0.84, 1.58)","3.20e-01",136860
"PREDNISOLONE, TRIMETHOPRIM",1.17,"(0.99, 1.37)","5.70e-02",136860
"FENOFIBRATE, GLIMEPIRIDE",1.17,"(0.83, 1.6)","3.40e-01",136860
"OLANZAPINE, HALOPERIDOL",1.17,"(0.96, 1.4)","9.87e-02",136860
"METFORMIN, NATEGLINIDE",1.17,"(0.84, 1.59)","3.10e-01",136860
"PREDNISOLONE, RAMIPRIL",1.17,"(0.91, 1.47)","1.99e-01",136860
"RAMIPRIL, ROSIGLITAZONE",1.17,"(0.88, 1.51)","2.53e-01",136860
"EXENATIDE, EZETIMIBE",1.16,"(0.89, 1.5)","2.33e-01",136860
"ACETYLSALICYLIC ACID, HEPARIN",1.16,"(1.04, 1.3)","8.38e-03",136860
"METOCLOPRAMIDE, LOPERAMIDE",1.16,"(0.86, 1.54)","2.83e-01",136860
"TEMOZOLOMIDE, DEXAMETHASONE",1.16,"(0.89, 1.49)","2.26e-01",136860
"PACLITAXEL, DIPHENHYDRAMINE",1.16,"(0.92, 1.45)","1.82e-01",136860
"PREDNISOLONE, AMLODIPINE",1.16,"(0.99, 1.35)","6.22e-02",136860
"OMALIZUMAB, BUDESONIDE",1.16,"(0.9, 1.47)","2.36e-01",136860
"ACETAMINOPHEN, ADALIMUMAB",1.16,"(1.04, 1.29)","7.36e-03",136860
"RALTEGRAVIR, ETRAVIRINE",1.16,"(0.85, 1.54)","3.10e-01",136860
"NIFEDIPINE, OMEPRAZOLE",1.16,"(0.92, 1.45)","2.02e-01",136860
"SUNITINIB, ACETAMINOPHEN",1.16,"(0.91, 1.46)","2.10e-01",136860
"MORPHINE, DICLOFENAC",1.16,"(0.84, 1.56)","3.28e-01",136860
"METFORMIN, CANDESARTAN",1.16,"(0.89, 1.48)","2.53e-01",136860
"MERCAPTOPURINE, ADALIMUMAB",1.16,"(0.85, 1.55)","3.39e-01",136860
"SPIRONOLACTONE, ENALAPRIL",1.16,"(0.91, 1.45)","2.16e-01",136860
"DOXORUBICIN, FILGRASTIM",1.15,"(0.93, 1.42)","1.79e-01",136860
"RISEDRONATE, ADALIMUMAB",1.15,"(0.89, 1.48)","2.50e-01",136860
"VALPROIC ACID, AMLODIPINE",1.15,"(0.85, 1.53)","3.16e-01",136860
"SULFAMETHOXAZOLE, CYCLOSPORINE",1.15,"(0.9, 1.45)","2.32e-01",136860
"PANTOPRAZOLE, ADALIMUMAB",1.15,"(0.95, 1.39)","1.49e-01",136860
"VARENICLINE, EZETIMIBE",1.15,"(0.84, 1.54)","3.40e-01",136860
"MYCOPHENOLATE MOFETIL, PREDNISONE",1.15,"(1.02, 1.29)","2.12e-02",136860
"TIMOLOL, DORZOLAMIDE",1.15,"(0.93, 1.42)","1.94e-01",136860
"METOCLOPRAMIDE, FLUOROURACIL",1.15,"(0.83, 1.56)","3.66e-01",136860
"METHOTREXATE, AMLODIPINE",1.15,"(0.96, 1.37)","1.18e-01",136860
"OXCARBAZEPINE, QUETIAPINE",1.15,"(0.84, 1.54)","3.36e-01",136860
"METHOTREXATE, HYDROCORTISONE",1.15,"(0.85, 1.52)","3.26e-01",136860
"VARENICLINE, AMLODIPINE",1.15,"(0.87, 1.49)","2.88e-01",136860
"TIOTROPIUM, LEVOTHYROXINE",1.15,"(0.96, 1.36)","1.16e-01",136860
"GLYBURIDE, LEVOTHYROXINE",1.15,"(0.92, 1.42)","2.03e-01",136860
"NORGESTIMATE, ETHINYL ESTRADIOL",1.15,"(0.95, 1.37)","1.27e-01",136860
"URSODEOXYCHOLIC ACID, AMLODIPINE",1.15,"(0.83, 1.54)","3.77e-01",136860
"CLOPIDOGREL, EXENATIDE",1.14,"(0.81, 1.57)","3.90e-01",136860
"QUETIAPINE, CLONIDINE",1.14,"(0.82, 1.56)","4.01e-01",136860
"ECULIZUMAB, FOLIC ACID",1.14,"(0.87, 1.48)","2.97e-01",136860
"FORMOTEROL, AMLODIPINE",1.14,"(0.83, 1.54)","3.68e-01",136860
"VANCOMYCIN, CIPROFLOXACIN",1.14,"(0.9, 1.42)","2.34e-01",136860
"ROSIGLITAZONE, LANSOPRAZOLE",1.14,"(0.81, 1.56)","3.91e-01",136860
"RITONAVIR, SAQUINAVIR",1.14,"(0.88, 1.46)","2.86e-01",136860
"OXAZEPAM, ACETAMINOPHEN",1.14,"(0.83, 1.52)","3.84e-01",136860
"ARIPIPRAZOLE, DULOXETINE",1.14,"(0.85, 1.5)","3.71e-01",136860
"METHOTREXATE, DEXAMETHASONE",1.14,"(0.93, 1.38)","1.95e-01",136860
"VALSARTAN, ADALIMUMAB",1.13,"(0.87, 1.45)","3.18e-01",136860
"PREDNISONE, SULFASALAZINE",1.13,"(0.86, 1.46)","3.32e-01",136860
"MAGNESIUM OXIDE, TRIMETHOPRIM",1.13,"(0.84, 1.5)","3.64e-01",136860
"PREDNISOLONE, CYCLOSPORINE",1.13,"(1, 1.28)","4.75e-02",136860
"MIRTAZAPINE, DULOXETINE",1.13,"(0.81, 1.55)","4.47e-01",136860
"VORICONAZOLE, ACYCLOVIR",1.13,"(0.8, 1.56)","4.30e-01",136860
"SALBUTAMOL, ADALIMUMAB",1.13,"(0.89, 1.42)","2.72e-01",136860
"QUETIAPINE, LANSOPRAZOLE",1.13,"(0.86, 1.47)","3.61e-01",136860
"PENTOXIFYLLINE, ACETYLSALICYLIC ACID",1.13,"(0.84, 1.49)","3.69e-01",136860
"MAGNESIUM OXIDE, FAMOTIDINE",1.13,"(0.92, 1.37)","2.26e-01",136860
"RISPERIDONE, VALPROIC ACID",1.13,"(0.96, 1.31)","1.28e-01",136860
"PREDNISOLONE, BUDESONIDE",1.13,"(0.82, 1.51)","4.31e-01",136860
"SPIRONOLACTONE, ALLOPURINOL",1.13,"(0.92, 1.36)","2.18e-01",136860
"ACETYLSALICYLIC ACID, CLOZAPINE",1.13,"(0.81, 1.53)","4.59e-01",136860
"RAMIPRIL, CITALOPRAM",1.13,"(0.82, 1.51)","4.26e-01",136860
"CYCLOSPORINE, EVEROLIMUS",1.12,"(0.82, 1.51)","4.28e-01",136860
"OXYCODONE, CARBOPLATIN",1.12,"(0.84, 1.46)","3.88e-01",136860
"EXENATIDE, FUROSEMIDE",1.12,"(0.88, 1.41)","3.20e-01",136860
"VALPROIC ACID, LEVOTHYROXINE",1.12,"(0.92, 1.36)","2.55e-01",136860
"ROSIGLITAZONE, GLYBURIDE",1.12,"(0.94, 1.32)","1.83e-01",136860
"ETANERCEPT, LEVOTHYROXINE",1.12,"(0.88, 1.41)","3.52e-01",136860
"PEGFILGRASTIM, DOXORUBICIN",1.12,"(0.92, 1.34)","2.39e-01",136860
"MERCAPTOPURINE, METHOTREXATE",1.12,"(0.84, 1.45)","3.97e-01",136860
"DIDANOSINE, LAMIVUDINE",1.12,"(0.9, 1.37)","2.90e-01",136860
"ENOXAPARIN, LENALIDOMIDE",1.12,"(0.79, 1.54)","4.92e-01",136860
"EFAVIRENZ, LOPINAVIR",1.11,"(0.84, 1.45)","3.98e-01",136860
"SPIRONOLACTONE, TORASEMIDE",1.11,"(0.86, 1.43)","3.90e-01",136860
"DOXORUBICIN, ALLOPURINOL",1.11,"(0.8, 1.52)","4.57e-01",136860
"METHOTREXATE, ACETYLSALICYLIC ACID",1.11,"(0.97, 1.28)","1.24e-01",136860
"SPIRONOLACTONE, FAMOTIDINE",1.11,"(0.84, 1.45)","4.30e-01",136860
"QUETIAPINE, AMLODIPINE",1.11,"(0.86, 1.42)","3.91e-01",136860
"SULFAMETHOXAZOLE, EMTRICITABINE",1.11,"(0.82, 1.48)","4.44e-01",136860
"TRIMETHOPRIM, FILGRASTIM",1.11,"(0.83, 1.46)","4.19e-01",136860
"VARENICLINE, HYDROCHLOROTHIAZIDE",1.11,"(0.87, 1.41)","3.77e-01",136860
"ROSIGLITAZONE, FLUTICASONE PROPIONATE",1.11,"(0.78, 1.54)","4.88e-01",136860
"ENTACAPONE, LEVODOPA",1.11,"(0.94, 1.3)","2.01e-01",136860
"RALTEGRAVIR, LAMIVUDINE",1.11,"(0.83, 1.46)","4.62e-01",136860
"OMALIZUMAB, SALBUTAMOL",1.11,"(0.9, 1.35)","2.94e-01",136860
"ROSIGLITAZONE, VALSARTAN",1.11,"(0.83, 1.45)","4.66e-01",136860
"METFORMIN, RABEPRAZOLE",1.11,"(0.82, 1.46)","4.54e-01",136860
"METHOTREXATE, ACETAMINOPHEN",1.11,"(0.99, 1.23)","6.59e-02",136860
"METHOTREXATE, IBUPROFEN",1.1,"(0.88, 1.37)","3.54e-01",136860
"ALISKIREN, AMLODIPINE",1.1,"(0.8, 1.49)","5.19e-01",136860
"TIOTROPIUM, DIGOXIN",1.1,"(0.85, 1.41)","4.30e-01",136860
"PENTOXIFYLLINE, FUROSEMIDE",1.1,"(0.88, 1.37)","3.60e-01",136860
"TRIMETHOPRIM, EMTRICITABINE",1.1,"(0.83, 1.44)","4.79e-01",136860
"PIPERACILLIN, CIPROFLOXACIN",1.1,"(0.78, 1.51)","5.54e-01",136860
"RITUXIMAB, LEVOTHYROXINE",1.1,"(0.78, 1.51)","5.50e-01",136860
"TIMOLOL, BRIMONIDINE",1.1,"(0.85, 1.4)","4.45e-01",136860
"METOPROLOL, INFLIXIMAB",1.1,"(0.78, 1.51)","5.50e-01",136860
"CLOPIDOGREL, ENOXAPARIN",1.1,"(0.87, 1.36)","3.89e-01",136860
"INSULIN ASPART, INSULIN DETEMIR",1.1,"(0.87, 1.37)","4.07e-01",136860
"QUETIAPINE, VALPROIC ACID",1.1,"(0.96, 1.25)","1.72e-01",136860
"SILDENAFIL, DIGOXIN",1.1,"(0.81, 1.46)","4.94e-01",136860
"METFORMIN, GLIMEPIRIDE",1.1,"(0.99, 1.21)","7.08e-02",136860
"ADALIMUMAB, FLUOXETINE",1.1,"(0.81, 1.45)","5.06e-01",136860
"TRIMETHOPRIM, ALLOPURINOL",1.09,"(0.87, 1.36)","3.90e-01",136860
"METHOTREXATE, FLUCONAZOLE",1.09,"(0.8, 1.47)","5.30e-01",136860
"VALPROIC ACID, LISINOPRIL",1.09,"(0.82, 1.44)","5.15e-01",136860
"OMEPRAZOLE, DOMPERIDONE",1.09,"(0.81, 1.45)","4.99e-01",136860
"EXENATIDE, HYDROCHLOROTHIAZIDE",1.09,"(0.84, 1.41)","4.62e-01",136860
"VALPROIC ACID, HALOPERIDOL",1.09,"(0.86, 1.38)","4.26e-01",136860
"MIDAZOLAM, FUROSEMIDE",1.09,"(0.87, 1.35)","4.25e-01",136860
"EXENATIDE, LISINOPRIL",1.09,"(0.87, 1.36)","4.20e-01",136860
"LORAZEPAM, ZIPRASIDONE",1.09,"(0.76, 1.51)","6.00e-01",136860
"RALTEGRAVIR, DARUNAVIR",1.09,"(0.85, 1.38)","4.54e-01",136860
"VITAMIN D, ADALIMUMAB",1.09,"(0.91, 1.29)","3.54e-01",136860
"QUETIAPINE, BUPROPION",1.09,"(0.92, 1.27)","2.94e-01",136860
"BORTEZOMIB, ALLOPURINOL",1.09,"(0.78, 1.47)","5.72e-01",136860
"PHENYTOIN, DEXAMETHASONE",1.09,"(0.77, 1.49)","6.15e-01",136860
"OXYGEN, TIOTROPIUM",1.08,"(0.84, 1.38)","5.18e-01",136860
"RITONAVIR, ENFUVIRTIDE",1.08,"(0.83, 1.39)","5.05e-01",136860
"BISOPROLOL, DIGOXIN",1.08,"(0.81, 1.42)","5.61e-01",136860
"QUETIAPINE, DULOXETINE",1.08,"(0.89, 1.3)","4.00e-01",136860
"MIDAZOLAM, FENTANYL",1.08,"(0.91, 1.27)","3.47e-01",136860
"METOCLOPRAMIDE, BEVACIZUMAB",1.08,"(0.78, 1.46)","5.81e-01",136860
"METHOTREXATE, SULFAMETHOXAZOLE",1.08,"(0.79, 1.45)","5.86e-01",136860
"PIPERACILLIN, FLUCONAZOLE",1.08,"(0.76, 1.49)","6.08e-01",136860
"TENOFOVIR, LOPINAVIR",1.08,"(0.92, 1.25)","3.23e-01",136860
"SIMVASTATIN, CLOZAPINE",1.08,"(0.78, 1.45)","5.82e-01",136860
"HYDROCHLOROTHIAZIDE, INFLIXIMAB",1.08,"(0.76, 1.48)","6.17e-01",136860
"CARBIDOPA, ENTACAPONE",1.08,"(0.9, 1.28)","3.94e-01",136860
"METHYLPREDNISOLONE, SULFAMETHOXAZOLE",1.08,"(0.81, 1.4)","5.79e-01",136860
"MONTELUKAST, OMALIZUMAB",1.07,"(0.88, 1.3)","4.74e-01",136860
"STAVUDINE, LAMIVUDINE",1.07,"(0.9, 1.27)","3.85e-01",136860
"NALOXONE, BUPRENORPHINE",1.07,"(0.93, 1.23)","3.04e-01",136860
"ACETAMINOPHEN, CHLORPHENIRAMINE",1.07,"(0.8, 1.41)","6.10e-01",136860
"PREDNISOLONE, URSODEOXYCHOLIC ACID",1.07,"(0.76, 1.46)","6.81e-01",136860
"MAGNESIUM OXIDE, DICLOFENAC",1.07,"(0.8, 1.4)","6.13e-01",136860
"LORAZEPAM, ADALIMUMAB",1.07,"(0.78, 1.42)","6.49e-01",136860
"THEOPHYLLINE, BUDESONIDE",1.07,"(0.75, 1.47)","6.74e-01",136860
"CALCIUM, INFLIXIMAB",1.06,"(0.77, 1.43)","6.43e-01",136860
"METHOTREXATE, ENALAPRIL",1.06,"(0.74, 1.48)","6.67e-01",136860
"MESALAZINE, ADALIMUMAB",1.06,"(0.91, 1.24)","4.27e-01",136860
"PRASUGREL, ACETYLSALICYLIC ACID",1.06,"(0.75, 1.46)","6.79e-01",136860
"OMALIZUMAB, SALMETEROL",1.06,"(0.84, 1.32)","5.68e-01",136860
"DOBUTAMINE, FUROSEMIDE",1.06,"(0.75, 1.46)","6.75e-01",136860
"BUPROPION, LAMOTRIGINE",1.06,"(0.85, 1.31)","5.77e-01",136860
"PROPOFOL, HEPARIN",1.06,"(0.78, 1.41)","6.54e-01",136860
"VENLAFAXINE, LAMOTRIGINE",1.06,"(0.83, 1.34)","5.87e-01",136860
"VINCRISTINE, FILGRASTIM",1.06,"(0.81, 1.36)","6.04e-01",136860
"QUETIAPINE, CITALOPRAM",1.06,"(0.88, 1.27)","5.14e-01",136860
"METFORMIN, NIFEDIPINE",1.06,"(0.8, 1.38)","6.74e-01",136860
"MAGNESIUM OXIDE, PROCHLORPERAZINE",1.06,"(0.74, 1.47)","7.30e-01",136860
"NEVIRAPINE, STAVUDINE",1.06,"(0.77, 1.42)","7.00e-01",136860
"RISPERIDONE, VENLAFAXINE",1.06,"(0.83, 1.33)","6.33e-01",136860
"SILDENAFIL, AMLODIPINE",1.06,"(0.75, 1.45)","6.80e-01",136860
"OMEPRAZOLE, TACROLIMUS",1.06,"(0.81, 1.35)","6.53e-01",136860
"BEVACIZUMAB, GEMCITABINE",1.06,"(0.81, 1.36)","6.43e-01",136860
"TAZOBACTAM, FLUCONAZOLE",1.05,"(0.76, 1.43)","7.47e-01",136860
"RALTEGRAVIR, TENOFOVIR",1.05,"(0.84, 1.31)","6.09e-01",136860
"ETHINYL ESTRADIOL, IBUPROFEN",1.05,"(0.84, 1.31)","6.51e-01",136860
"FLUOXETINE, LAMOTRIGINE",1.05,"(0.77, 1.4)","7.04e-01",136860
"ARIPIPRAZOLE, CITALOPRAM",1.05,"(0.73, 1.46)","7.29e-01",136860
"METHOTREXATE, CITALOPRAM",1.05,"(0.73, 1.46)","7.29e-01",136860
"ROPINIROLE, CARBIDOPA",1.05,"(0.79, 1.37)","7.28e-01",136860
"METOPROLOL, DABIGATRAN ETEXILATE",1.05,"(0.84, 1.29)","6.60e-01",136860
"ACETYLSALICYLIC ACID, CARBOPLATIN",1.05,"(0.77, 1.39)","7.13e-01",136860
"RITUXIMAB, FUROSEMIDE",1.05,"(0.74, 1.44)","7.39e-01",136860
"MIDAZOLAM, ACETYLSALICYLIC ACID",1.05,"(0.81, 1.33)","7.07e-01",136860
"ACYCLOVIR, CYCLOSPORINE",1.05,"(0.81, 1.33)","7.09e-01",136860
"ADALIMUMAB, LANSOPRAZOLE",1.05,"(0.85, 1.28)","6.40e-01",136860
"RITONAVIR, EFAVIRENZ",1.05,"(0.85, 1.28)","6.35e-01",136860
"FOLIC ACID, HYDROXYCHLOROQUINE",1.05,"(0.87, 1.25)","6.07e-01",136860
"PREDNISOLONE, FAMOTIDINE",1.05,"(0.88, 1.24)","6.00e-01",136860
"SITAGLIPTIN, GLIMEPIRIDE",1.05,"(0.82, 1.31)","6.78e-01",136860
"ATORVASTATIN, EXENATIDE",1.05,"(0.84, 1.29)","6.57e-01",136860
"METHYLPREDNISOLONE, ACYCLOVIR",1.05,"(0.78, 1.37)","7.23e-01",136860
"PROGUANIL, ATOVAQUONE",1.04,"(0.78, 1.37)","7.26e-01",136860
"OMEPRAZOLE, LEFLUNOMIDE",1.04,"(0.77, 1.38)","7.69e-01",136860
"PREDNISOLONE, CLARITHROMYCIN",1.04,"(0.75, 1.41)","7.54e-01",136860
"VALPROIC ACID, LAMOTRIGINE",1.04,"(0.88, 1.22)","6.15e-01",136860
"MESALAZINE, AZATHIOPRINE",1.04,"(0.85, 1.27)","6.83e-01",136860
"PANTOPRAZOLE, CANDESARTAN",1.04,"(0.72, 1.45)","7.93e-01",136860
"PROPOFOL, LIDOCAINE",1.04,"(0.74, 1.42)","8.06e-01",136860
"FOLIC ACID, HYDROXOCOBALAMIN",1.04,"(0.9, 1.18)","6.02e-01",136860
"OMEPRAZOLE, ZOPICLONE",1.04,"(0.75, 1.4)","8.13e-01",136860
"DABIGATRAN ETEXILATE, AMLODIPINE",1.04,"(0.73, 1.43)","8.03e-01",136860
"VITAMIN D, INFLIXIMAB",1.04,"(0.77, 1.37)","7.72e-01",136860
"OLANZAPINE, LAMOTRIGINE",1.04,"(0.77, 1.36)","7.78e-01",136860
"POTASSIUM, ADALIMUMAB",1.03,"(0.78, 1.34)","7.88e-01",136860
"RAMIPRIL, GLIMEPIRIDE",1.03,"(0.74, 1.41)","8.09e-01",136860
"VALDECOXIB, CELECOXIB",1.03,"(0.85, 1.23)","7.47e-01",136860
"PROCHLORPERAZINE, CARBOPLATIN",1.03,"(0.76, 1.36)","8.30e-01",136860
"PHENOBARBITAL, PHENYTOIN",1.03,"(0.77, 1.34)","8.36e-01",136860
"QUETIAPINE, CARBAMAZEPINE",1.03,"(0.76, 1.36)","8.27e-01",136860
"BENZATROPINE, HALOPERIDOL",1.03,"(0.74, 1.4)","8.74e-01",136860
"ADALIMUMAB, ESOMEPRAZOLE",1.03,"(0.85, 1.23)","7.80e-01",136860
"PANTOPRAZOLE, ROSIGLITAZONE",1.02,"(0.72, 1.42)","8.67e-01",136860
"SULFAMETHOXAZOLE, LAMIVUDINE",1.02,"(0.81, 1.28)","8.18e-01",136860
"OLANZAPINE, RISPERIDONE",1.02,"(0.88, 1.18)","7.41e-01",136860
"BEVACIZUMAB, CYCLOPHOSPHAMIDE",1.02,"(0.78, 1.32)","8.42e-01",136860
"DORZOLAMIDE, LATANOPROST",1.02,"(0.73, 1.4)","8.72e-01",136860
"OLANZAPINE, DULOXETINE",1.02,"(0.72, 1.41)","8.68e-01",136860
"ACETAMINOPHEN, INFLIXIMAB",1.02,"(0.88, 1.18)","7.94e-01",136860
"CISPLATIN, FENTANYL",1.02,"(0.7, 1.42)","8.63e-01",136860
"ACETYLSALICYLIC ACID, ETANERCEPT",1.02,"(0.78, 1.3)","9.00e-01",136860
"OMALIZUMAB, FLUTICASONE PROPIONATE",1.01,"(0.81, 1.26)","8.68e-01",136860
"CYCLOPHOSPHAMIDE, FLUOROURACIL",1.01,"(0.84, 1.21)","8.89e-01",136860
"PREDNISONE, ETANERCEPT",1.01,"(0.86, 1.18)","8.74e-01",136860
"EMTRICITABINE, LOPINAVIR",1.01,"(0.81, 1.24)","9.15e-01",136860
"BEVACIZUMAB, ACETYLSALICYLIC ACID",1.01,"(0.77, 1.31)","8.95e-01",136860
"PHENYTOIN, VALPROIC ACID",1.01,"(0.78, 1.28)","9.51e-01",136860
"TENOFOVIR, LAMIVUDINE",1.01,"(0.88, 1.15)","8.92e-01",136860
"PREDNISONE, TACROLIMUS",1.01,"(0.87, 1.16)","9.43e-01",136860
"METHOTREXATE, LISINOPRIL",1,"(0.8, 1.25)","9.56e-01",136860
"SILDENAFIL, FUROSEMIDE",1,"(0.82, 1.22)","9.60e-01",136860
"ADALIMUMAB, FUROSEMIDE",1,"(0.81, 1.23)","9.58e-01",136860
"VALPROIC ACID, CARBAMAZEPINE",1,"(0.81, 1.23)","9.59e-01",136860
"OMEPRAZOLE, VALPROIC ACID",1,"(0.76, 1.3)","9.47e-01",136860
"URSODEOXYCHOLIC ACID, FUROSEMIDE",1,"(0.77, 1.29)","1.00e+00",136860
"METHYLPREDNISOLONE, CYCLOPHOSPHAMIDE",1,"(0.79, 1.25)","1.00e+00",136860
"MESALAZINE, PREDNISOLONE",1,"(0.72, 1.34)","1.00e+00",136860
"METOCLOPRAMIDE, VANCOMYCIN",1,"(0.7, 1.38)","1.00e+00",136860
"PEGFILGRASTIM, PREDNISONE",1,"(0.73, 1.33)","1.00e+00",136860
"METFORMIN, CLOZAPINE",1,"(0.7, 1.37)","1.00e+00",136860
"OLANZAPINE, ZIPRASIDONE",0.99,"(0.76, 1.27)","1.00e+00",136860
"OMEPRAZOLE, EXENATIDE",0.99,"(0.68, 1.4)","1.00e+00",136860
"PIPERACILLIN, TAZOBACTAM",0.99,"(0.86, 1.13)","9.20e-01",136860
