"Drug_name","OR","95.CI","Pvalue","ac"
"LORAZEPAM, SALMETEROL, FLUTICASONE PROPIONATE",2.22,"(1.84, 2.66)","4.26e-15",136860
"SALBUTAMOL, HYDROCHLOROTHIAZIDE, IPRATROPIUM BROMIDE",2.22,"(1.81, 2.69)","5.45e-13",136860
"PANTOPRAZOLE, SIMVASTATIN, AMLODIPINE",2.22,"(1.74, 2.78)","5.11e-10",136860
"METFORMIN, OMEPRAZOLE, AMLODIPINE",2.22,"(1.73, 2.8)","2.10e-09",136860
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.22,"(1.89, 2.59)","1.64e-19",136860
"SALBUTAMOL, TIOTROPIUM, ACETYLSALICYLIC ACID",2.21,"(1.9, 2.57)","2.56e-21",136860
"POTASSIUM CHLORIDE, SALBUTAMOL, LEVOTHYROXINE",2.21,"(1.77, 2.74)","2.84e-11",136860
"METFORMIN, ALLOPURINOL, FUROSEMIDE",2.21,"(1.75, 2.77)","4.03e-10",136860
"SALMETEROL, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",2.21,"(2, 2.44)","1.45e-47",136860
"WARFARIN, FUROSEMIDE, ISOSORBIDE MONONITRATE",2.21,"(1.72, 2.8)","3.93e-09",136860
"NITROGLYCERIN, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.21,"(1.95, 2.49)","3.34e-31",136860
"NIACIN, SIMVASTATIN, EZETIMIBE",2.21,"(1.73, 2.79)","2.22e-09",136860
"WARFARIN, ACETYLSALICYLIC ACID, ALLOPURINOL",2.21,"(1.78, 2.72)","1.50e-11",136860
"CLOPIDOGREL, FUROSEMIDE, LEVOTHYROXINE",2.21,"(1.84, 2.63)","1.12e-15",136860
"VITAMIN C, VITAMIN D, ACETYLSALICYLIC ACID",2.21,"(1.77, 2.73)","2.40e-11",136860
"SALBUTAMOL, WARFARIN, IPRATROPIUM BROMIDE",2.21,"(1.86, 2.61)","3.02e-17",136860
"NIACIN, ACETYLSALICYLIC ACID, CARVEDILOL",2.21,"(1.79, 2.7)","2.96e-12",136860
"SALBUTAMOL, DIGOXIN, IPRATROPIUM BROMIDE",2.21,"(1.8, 2.68)","3.69e-13",136860
"WARFARIN, FUROSEMIDE, HEPARIN",2.2,"(1.76, 2.74)","9.60e-11",136860
"VITAMIN D, ACETYLSALICYLIC ACID, FISH OIL",2.2,"(1.81, 2.66)","8.48e-14",136860
"OMEPRAZOLE, ACETAMINOPHEN, ALLOPURINOL",2.2,"(1.76, 2.73)","5.78e-11",136860
"SALMETEROL, VENLAFAXINE, FLUTICASONE PROPIONATE",2.2,"(1.73, 2.77)","1.37e-09",136860
"MONTELUKAST, SALBUTAMOL, LEVOTHYROXINE",2.2,"(1.78, 2.69)","3.36e-12",136860
"SALBUTAMOL, DILTIAZEM, IPRATROPIUM BROMIDE",2.2,"(1.76, 2.71)","3.01e-11",136860
"AMOXICILLIN, CLAVULANATE, ENOXAPARIN",2.2,"(1.71, 2.79)","4.38e-09",136860
"WARFARIN, ACETYLSALICYLIC ACID, DIGOXIN",2.2,"(1.9, 2.52)","2.09e-23",136860
"ATENOLOL, ACETYLSALICYLIC ACID, FOLIC ACID",2.19,"(1.78, 2.69)","7.22e-12",136860
"TIOTROPIUM, ACETYLSALICYLIC ACID, FLUTICASONE PROPIONATE",2.19,"(1.84, 2.6)","2.11e-16",136860
"ACETYLSALICYLIC ACID, INSULIN GLARGINE, AMLODIPINE",2.19,"(1.77, 2.69)","6.41e-12",136860
"SALBUTAMOL, SIMVASTATIN, IPRATROPIUM BROMIDE",2.19,"(1.86, 2.57)","3.26e-18",136860
"NIACIN, ACETYLSALICYLIC ACID, FENOFIBRATE",2.19,"(1.77, 2.7)","1.41e-11",136860
"VITAMIN D, ACETYLSALICYLIC ACID, HYDROXOCOBALAMIN",2.19,"(1.7, 2.79)","1.09e-08",136860
"METFORMIN, ACETYLSALICYLIC ACID, FENOFIBRATE",2.19,"(1.79, 2.66)","8.43e-13",136860
"SIMVASTATIN, INSULIN GLARGINE, LISINOPRIL",2.19,"(1.73, 2.74)","5.91e-10",136860
"AMOXICILLIN, CLAVULANATE, FUROSEMIDE",2.19,"(1.83, 2.6)","5.28e-16",136860
"ATORVASTATIN, ACETYLSALICYLIC ACID, IRBESARTAN",2.19,"(1.71, 2.76)","2.18e-09",136860
"METOPROLOL, FUROSEMIDE, LEVOTHYROXINE",2.19,"(1.91, 2.49)","8.27e-26",136860
"METFORMIN, ATORVASTATIN, LISINOPRIL",2.18,"(1.88, 2.53)","1.01e-20",136860
"METOPROLOL, POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID",2.18,"(1.9, 2.5)","5.89e-25",136860
"ACETYLSALICYLIC ACID, ALLOPURINOL, FUROSEMIDE",2.18,"(1.93, 2.47)","8.38e-30",136860
"WARFARIN, ALLOPURINOL, FUROSEMIDE",2.18,"(1.86, 2.55)","7.78e-19",136860
"MYCOPHENOLATE MOFETIL, PREDNISONE, AMLODIPINE",2.18,"(1.71, 2.75)","2.32e-09",136860
"SPIRONOLACTONE, ACETYLSALICYLIC ACID, AMLODIPINE",2.18,"(1.7, 2.77)","5.18e-09",136860
"LORAZEPAM, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.18,"(1.74, 2.71)","1.79e-10",136860
"BISOPROLOL, ACETYLSALICYLIC ACID, FUROSEMIDE",2.18,"(1.84, 2.57)","8.12e-17",136860
"PREDNISONE, SALBUTAMOL, IPRATROPIUM BROMIDE",2.18,"(1.89, 2.51)","3.74e-23",136860
"LORAZEPAM, ACETAMINOPHEN, DIPHENHYDRAMINE",2.18,"(1.79, 2.63)","2.25e-13",136860
"VALSARTAN, ACETYLSALICYLIC ACID, LEVOTHYROXINE",2.18,"(1.76, 2.67)","1.13e-11",136860
"POTASSIUM CHLORIDE, WARFARIN, DIGOXIN",2.18,"(1.86, 2.54)","6.56e-19",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, CLOPIDOGREL",2.18,"(1.92, 2.47)","3.04e-28",136860
"METFORMIN, CLOPIDOGREL, FUROSEMIDE",2.18,"(1.79, 2.63)","2.66e-13",136860
"METFORMIN, METOPROLOL, POTASSIUM CHLORIDE",2.18,"(1.71, 2.74)","2.10e-09",136860
"METFORMIN, SALBUTAMOL, SALMETEROL",2.18,"(1.78, 2.64)","6.86e-13",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE",2.18,"(1.71, 2.73)","1.60e-09",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, GLIPIZIDE",2.17,"(1.8, 2.6)","1.60e-14",136860
"MONTELUKAST, FLUTICASONE PROPIONATE, IPRATROPIUM BROMIDE",2.17,"(1.76, 2.66)","9.63e-12",136860
"METFORMIN, METOPROLOL, CLOPIDOGREL",2.17,"(1.82, 2.58)","1.02e-15",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, LISINOPRIL",2.17,"(1.9, 2.47)","1.74e-26",136860
"METOPROLOL, WARFARIN, FUROSEMIDE",2.17,"(1.94, 2.42)","2.02e-35",136860
"SALMETEROL, FLUTICASONE PROPIONATE, LANSOPRAZOLE",2.17,"(1.81, 2.58)","5.31e-15",136860
"METFORMIN, PIOGLITAZONE, ACETYLSALICYLIC ACID",2.17,"(1.82, 2.56)","1.43e-16",136860
"VITAMIN D, ACETYLSALICYLIC ACID, FOLIC ACID",2.17,"(1.75, 2.66)","2.30e-11",136860
"SALBUTAMOL, FLUTICASONE PROPIONATE, GUAIFENESIN",2.17,"(1.68, 2.76)","1.37e-08",136860
"METFORMIN, EZETIMIBE, LISINOPRIL",2.16,"(1.68, 2.74)","6.52e-09",136860
"MORPHINE, SALBUTAMOL, IPRATROPIUM BROMIDE",2.16,"(1.71, 2.71)","8.44e-10",136860
"NIACIN, VALSARTAN, ACETYLSALICYLIC ACID",2.16,"(1.72, 2.7)","5.52e-10",136860
"SALBUTAMOL, SALMETEROL, DILTIAZEM",2.16,"(1.67, 2.75)","1.45e-08",136860
"OMEPRAZOLE, SPIRONOLACTONE, ACETYLSALICYLIC ACID",2.16,"(1.7, 2.71)","1.88e-09",136860
"METOPROLOL, ACETYLSALICYLIC ACID, ENOXAPARIN",2.16,"(1.73, 2.68)","1.47e-10",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, LENALIDOMIDE",2.16,"(1.7, 2.71)","1.93e-09",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.16,"(1.86, 2.5)","6.91e-21",136860
"OMEPRAZOLE, SALBUTAMOL, IPRATROPIUM BROMIDE",2.16,"(1.84, 2.52)","1.25e-18",136860
"METOPROLOL, ACETYLSALICYLIC ACID, FUROSEMIDE",2.16,"(1.98, 2.35)","1.13e-58",136860
"CLOPIDOGREL, FUROSEMIDE, LANSOPRAZOLE",2.16,"(1.69, 2.72)","5.88e-09",136860
"METFORMIN, PIOGLITAZONE, SIMVASTATIN",2.16,"(1.75, 2.64)","1.40e-11",136860
"PREDNISONE, ACETAMINOPHEN, VITAMIN D",2.16,"(1.76, 2.62)","1.68e-12",136860
"METOPROLOL, CLOPIDOGREL, LEVOTHYROXINE",2.15,"(1.79, 2.58)","3.09e-14",136860
"DIGOXIN, DILTIAZEM, FUROSEMIDE",2.15,"(1.78, 2.58)","8.70e-14",136860
"POTASSIUM CHLORIDE, VITAMIN D, FUROSEMIDE",2.15,"(1.71, 2.68)","4.70e-10",136860
"METOPROLOL, EZETIMIBE, LISINOPRIL",2.15,"(1.67, 2.73)","1.44e-08",136860
"ACETYLSALICYLIC ACID, INSULIN ASPART, INSULIN GLARGINE",2.15,"(1.78, 2.58)","1.23e-13",136860
"METFORMIN, PIOGLITAZONE, FUROSEMIDE",2.15,"(1.66, 2.73)","1.77e-08",136860
"METFORMIN, SITAGLIPTIN, ACETYLSALICYLIC ACID",2.15,"(1.75, 2.61)","3.72e-12",136860
"SALBUTAMOL, ACETAMINOPHEN, BUDESONIDE",2.14,"(1.73, 2.63)","3.66e-11",136860
"MONTELUKAST, SALBUTAMOL, IPRATROPIUM BROMIDE",2.14,"(1.81, 2.51)","3.42e-17",136860
"METOPROLOL, OMEPRAZOLE, FOLIC ACID",2.14,"(1.67, 2.71)","9.02e-09",136860
"METFORMIN, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.14,"(1.88, 2.43)","1.96e-26",136860
"AMOXICILLIN, ACETYLSALICYLIC ACID, CLAVULANATE",2.14,"(1.76, 2.57)","2.03e-13",136860
"POTASSIUM CHLORIDE, TIOTROPIUM, FUROSEMIDE",2.13,"(1.69, 2.66)","7.98e-10",136860
"SALMETEROL, FLUTICASONE PROPIONATE, AMLODIPINE",2.13,"(1.83, 2.47)","5.13e-20",136860
"METFORMIN, ACETAMINOPHEN, LEVOTHYROXINE",2.13,"(1.73, 2.6)","1.52e-11",136860
"METFORMIN, ATORVASTATIN, LEVOTHYROXINE",2.13,"(1.77, 2.55)","4.00e-14",136860
"SULFAMETHOXAZOLE, TRIMETHOPRIM, VINCRISTINE",2.13,"(1.67, 2.68)","7.09e-09",136860
"METHOTREXATE, PREDNISONE, CALCIUM",2.13,"(1.71, 2.63)","1.51e-10",136860
"METFORMIN, WARFARIN, LISINOPRIL",2.13,"(1.67, 2.68)","6.34e-09",136860
"PREDNISONE, WARFARIN, DIGOXIN",2.13,"(1.69, 2.65)","1.13e-09",136860
"ACETAMINOPHEN, TOPIRAMATE, HYDROCODONE",2.12,"(1.68, 2.65)","1.81e-09",136860
"RAMIPRIL, FUROSEMIDE, AMLODIPINE",2.12,"(1.66, 2.68)","1.35e-08",136860
"METHOTREXATE, ACETAMINOPHEN, HYDROCODONE",2.12,"(1.78, 2.5)","8.94e-16",136860
"ONDANSETRON, ACETAMINOPHEN, DIPHENHYDRAMINE",2.12,"(1.74, 2.55)","1.07e-12",136860
"METFORMIN, PIOGLITAZONE, LISINOPRIL",2.12,"(1.71, 2.59)","6.31e-11",136860
"VINCRISTINE, DEXAMETHASONE, DOXORUBICIN",2.12,"(1.8, 2.47)","1.91e-17",136860
"METFORMIN, METOPROLOL, WARFARIN",2.11,"(1.69, 2.62)","3.11e-10",136860
"METFORMIN, ACETYLSALICYLIC ACID, FUROSEMIDE",2.11,"(1.88, 2.37)","1.48e-31",136860
"METOPROLOL, ACETYLSALICYLIC ACID, FENTANYL",2.11,"(1.71, 2.58)","2.93e-11",136860
"SALBUTAMOL, FUROSEMIDE, LANSOPRAZOLE",2.11,"(1.65, 2.66)","8.42e-09",136860
"WARFARIN, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.11,"(1.8, 2.46)","7.85e-18",136860
"PIPERACILLIN, TAZOBACTAM, FUROSEMIDE",2.11,"(1.68, 2.62)","9.41e-10",136860
"SALBUTAMOL, SALMETEROL, LANSOPRAZOLE",2.11,"(1.68, 2.62)","9.41e-10",136860
"ACETYLSALICYLIC ACID, FAMOTIDINE, AMLODIPINE",2.11,"(1.63, 2.68)","2.96e-08",136860
"DIGOXIN, FUROSEMIDE, AMLODIPINE",2.1,"(1.72, 2.55)","7.62e-12",136860
"SIMVASTATIN, CARVEDILOL, LISINOPRIL",2.1,"(1.73, 2.54)","1.86e-12",136860
"MONTELUKAST, FLUTICASONE PROPIONATE, LEVOTHYROXINE",2.1,"(1.69, 2.59)","1.82e-10",136860
"ACETYLSALICYLIC ACID, CLOPIDOGREL, INSULIN GLARGINE",2.1,"(1.72, 2.55)","4.79e-12",136860
"SALBUTAMOL, FUROSEMIDE, IPRATROPIUM BROMIDE",2.1,"(1.87, 2.36)","1.67e-30",136860
"METFORMIN, SIMVASTATIN, ACETYLSALICYLIC ACID",2.1,"(1.9, 2.32)","1.31e-40",136860
"SPIRONOLACTONE, FUROSEMIDE, AMIODARONE",2.1,"(1.71, 2.56)","2.73e-11",136860
"QUETIAPINE, ACETAMINOPHEN, ALPRAZOLAM",2.1,"(1.64, 2.66)","2.70e-08",136860
"METFORMIN, FUROSEMIDE, INSULIN GLARGINE",2.1,"(1.69, 2.58)","1.92e-10",136860
"LORAZEPAM, ONDANSETRON, PROCHLORPERAZINE",2.1,"(1.7, 2.57)","5.89e-11",136860
"METFORMIN, SIMVASTATIN, AMLODIPINE",2.1,"(1.76, 2.48)","2.51e-15",136860
"ACETYLSALICYLIC ACID, CLOPIDOGREL, LEVOTHYROXINE",2.1,"(1.83, 2.4)","8.38e-23",136860
"FUROSEMIDE, ISOSORBIDE MONONITRATE, LISINOPRIL",2.1,"(1.62, 2.68)","6.94e-08",136860
"ACETAMINOPHEN, FOLIC ACID, LISINOPRIL",2.1,"(1.66, 2.62)","3.93e-09",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, ENALAPRIL",2.09,"(1.63, 2.65)","2.89e-08",136860
"CARVEDILOL, ENALAPRIL, FUROSEMIDE",2.09,"(1.69, 2.57)","1.84e-10",136860
"SERTRALINE, ACETYLSALICYLIC ACID, LEVOTHYROXINE",2.09,"(1.64, 2.63)","9.21e-09",136860
"QUETIAPINE, ACETAMINOPHEN, CLONAZEPAM",2.09,"(1.65, 2.61)","3.34e-09",136860
"SERTRALINE, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.09,"(1.63, 2.64)","3.00e-08",136860
"WARFARIN, CARVEDILOL, FUROSEMIDE",2.08,"(1.82, 2.37)","1.01e-23",136860
"METOPROLOL, POTASSIUM CHLORIDE, AMLODIPINE",2.08,"(1.65, 2.59)","3.24e-09",136860
"PANTOPRAZOLE, AMLODIPINE, LEVOTHYROXINE",2.08,"(1.62, 2.64)","4.21e-08",136860
"VALSARTAN, AMLODIPINE, LEVOTHYROXINE",2.08,"(1.62, 2.64)","4.30e-08",136860
"OMEPRAZOLE, SALMETEROL, ACETYLSALICYLIC ACID",2.08,"(1.64, 2.59)","3.90e-09",136860
"METFORMIN, SIMVASTATIN, EZETIMIBE",2.08,"(1.77, 2.42)","2.39e-17",136860
"SALBUTAMOL, ACETAMINOPHEN, FOLIC ACID",2.08,"(1.66, 2.57)","1.21e-09",136860
"SALMETEROL, FLUTICASONE PROPIONATE, FOLIC ACID",2.07,"(1.69, 2.52)","3.91e-11",136860
"POTASSIUM CHLORIDE, FUROSEMIDE, LEVOTHYROXINE",2.07,"(1.84, 2.33)","1.22e-27",136860
"ACETAMINOPHEN, VARENICLINE, HYDROCODONE",2.07,"(1.71, 2.48)","8.57e-13",136860
"WARFARIN, DILTIAZEM, FUROSEMIDE",2.07,"(1.74, 2.45)","1.75e-14",136860
"SALBUTAMOL, SALMETEROL, BUDESONIDE",2.07,"(1.64, 2.58)","6.07e-09",136860
"RAMIPRIL, SIMVASTATIN, BISOPROLOL",2.07,"(1.63, 2.59)","9.02e-09",136860
"SALMETEROL, TIOTROPIUM, FUROSEMIDE",2.06,"(1.69, 2.5)","1.85e-11",136860
"METOPROLOL, SALMETEROL, FUROSEMIDE",2.06,"(1.6, 2.63)","1.06e-07",136860
"TIOTROPIUM, WARFARIN, FUROSEMIDE",2.06,"(1.62, 2.59)","1.58e-08",136860
"POTASSIUM CHLORIDE, RAMIPRIL, FUROSEMIDE",2.06,"(1.65, 2.55)","1.60e-09",136860
"BORTEZOMIB, ACYCLOVIR, DEXAMETHASONE",2.06,"(1.62, 2.59)","1.27e-08",136860
"CARVEDILOL, FUROSEMIDE, AMLODIPINE",2.06,"(1.7, 2.48)","3.70e-12",136860
"METFORMIN, RAMIPRIL, ACETYLSALICYLIC ACID",2.06,"(1.74, 2.42)","1.30e-15",136860
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FUROSEMIDE",2.06,"(1.87, 2.26)","6.93e-42",136860
"ACETYLSALICYLIC ACID, FISH OIL, LEVOTHYROXINE",2.06,"(1.64, 2.56)","3.25e-09",136860
"POTASSIUM CHLORIDE, DIGOXIN, FUROSEMIDE",2.06,"(1.82, 2.32)","3.89e-26",136860
"OXYGEN, SALBUTAMOL, IPRATROPIUM BROMIDE",2.06,"(1.6, 2.61)","6.10e-08",136860
"SALMETEROL, CLOPIDOGREL, FLUTICASONE PROPIONATE",2.05,"(1.72, 2.43)","4.96e-14",136860
"ACETAMINOPHEN, BISOPROLOL, ACETYLSALICYLIC ACID",2.05,"(1.59, 2.62)","1.18e-07",136860
"OMEPRAZOLE, DIGOXIN, FUROSEMIDE",2.05,"(1.71, 2.44)","2.03e-13",136860
"METFORMIN, SIMVASTATIN, WARFARIN",2.05,"(1.6, 2.58)","3.01e-08",136860
"METOPROLOL, POTASSIUM CHLORIDE, LEVOTHYROXINE",2.05,"(1.65, 2.51)","3.64e-10",136860
"PANTOPRAZOLE, SIMVASTATIN, LEVOTHYROXINE",2.05,"(1.62, 2.56)","1.25e-08",136860
"METFORMIN, PANTOPRAZOLE, FUROSEMIDE",2.05,"(1.59, 2.6)","8.56e-08",136860
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, LENALIDOMIDE",2.05,"(1.62, 2.56)","9.86e-09",136860
"OMEPRAZOLE, PREDNISOLONE, FUROSEMIDE",2.05,"(1.6, 2.58)","2.49e-08",136860
"ATORVASTATIN, SALMETEROL, ACETYLSALICYLIC ACID",2.04,"(1.63, 2.53)","1.98e-09",136860
"LOSARTAN, SALMETEROL, FLUTICASONE PROPIONATE",2.04,"(1.61, 2.57)","2.18e-08",136860
"SALBUTAMOL, WARFARIN, FLUTICASONE PROPIONATE",2.04,"(1.69, 2.45)","1.98e-12",136860
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LENALIDOMIDE",2.04,"(1.6, 2.57)","2.93e-08",136860
"METFORMIN, ACETYLSALICYLIC ACID, GLIPIZIDE",2.04,"(1.74, 2.37)","6.08e-17",136860
"MONTELUKAST, SALMETEROL, ACETYLSALICYLIC ACID",2.04,"(1.59, 2.58)","5.50e-08",136860
"ACETYLSALICYLIC ACID, ALENDRONATE, LEVOTHYROXINE",2.04,"(1.64, 2.51)","1.13e-09",136860
"METFORMIN, VALSARTAN, AMLODIPINE",2.04,"(1.58, 2.58)","9.29e-08",136860
"MONTELUKAST, SALBUTAMOL, ESOMEPRAZOLE",2.04,"(1.61, 2.55)","1.13e-08",136860
"METFORMIN, ATENOLOL, ACETYLSALICYLIC ACID",2.03,"(1.73, 2.38)","5.85e-16",136860
"ACETAMINOPHEN, FOLIC ACID, HYDROXOCOBALAMIN",2.03,"(1.61, 2.54)","1.19e-08",136860
"ALLOPURINOL, FUROSEMIDE, AMLODIPINE",2.03,"(1.69, 2.42)","7.34e-13",136860
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, AMLODIPINE",2.03,"(1.69, 2.41)","2.79e-13",136860
"OXYGEN, SALBUTAMOL, SALMETEROL",2.03,"(1.57, 2.59)","2.18e-07",136860
"METFORMIN, PANTOPRAZOLE, LISINOPRIL",2.03,"(1.56, 2.59)","2.86e-07",136860
"LORATADINE, SALMETEROL, FLUTICASONE PROPIONATE",2.03,"(1.62, 2.51)","2.71e-09",136860
"ACETYLSALICYLIC ACID, GLIPIZIDE, LISINOPRIL",2.03,"(1.65, 2.47)","1.75e-10",136860
"METFORMIN, METOPROLOL, ACETYLSALICYLIC ACID",2.03,"(1.8, 2.28)","9.98e-27",136860
"METFORMIN, VALSARTAN, ACETYLSALICYLIC ACID",2.03,"(1.67, 2.45)","1.73e-11",136860
"SALMETEROL, TIOTROPIUM, ACETYLSALICYLIC ACID",2.03,"(1.69, 2.42)","9.82e-13",136860
"POTASSIUM CHLORIDE, FUROSEMIDE, ISOSORBIDE MONONITRATE",2.02,"(1.56, 2.58)","2.28e-07",136860
"ALLOPURINOL, FUROSEMIDE, LANSOPRAZOLE",2.02,"(1.56, 2.59)","3.90e-07",136860
"OMEPRAZOLE, SALBUTAMOL, SALMETEROL",2.02,"(1.7, 2.38)","2.37e-14",136860
"METFORMIN, METOPROLOL, SIMVASTATIN",2.02,"(1.74, 2.33)","1.48e-18",136860
"METFORMIN, GLYBURIDE, AMLODIPINE",2.02,"(1.61, 2.51)","7.30e-09",136860
"ACETYLSALICYLIC ACID, INSULIN GLARGINE, LEVOTHYROXINE",2.02,"(1.61, 2.51)","7.30e-09",136860
"METFORMIN, SIMVASTATIN, INSULIN GLARGINE",2.02,"(1.61, 2.5)","4.93e-09",136860
"POTASSIUM, SPIRONOLACTONE, FUROSEMIDE",2.02,"(1.59, 2.53)","2.53e-08",136860
"OMEPRAZOLE, TIOTROPIUM, ACETYLSALICYLIC ACID",2.02,"(1.55, 2.59)","3.57e-07",136860
"METFORMIN, ATORVASTATIN, GLYBURIDE",2.02,"(1.69, 2.39)","2.29e-13",136860
"METFORMIN, LEVOTHYROXINE, LISINOPRIL",2.02,"(1.66, 2.42)","1.23e-11",136860
"METOPROLOL, NIACIN, CLOPIDOGREL",2.02,"(1.63, 2.46)","5.62e-10",136860
"SENNA, ACETYLSALICYLIC ACID, DOCUSATE",2.01,"(1.58, 2.54)","6.20e-08",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, ISOSORBIDE DINITRATE",2.01,"(1.55, 2.58)","5.31e-07",136860
"ATORVASTATIN, CLOPIDOGREL, ESOMEPRAZOLE",2.01,"(1.6, 2.51)","9.93e-09",136860
"SALBUTAMOL, SALMETEROL, CETIRIZINE",2.01,"(1.59, 2.52)","2.07e-08",136860
"METFORMIN, OMEPRAZOLE, SIMVASTATIN",2.01,"(1.68, 2.39)","3.75e-13",136860
"ACETYLSALICYLIC ACID, ENALAPRIL, FUROSEMIDE",2.01,"(1.7, 2.37)","2.89e-14",136860
"METFORMIN, ACETYLSALICYLIC ACID, AMLODIPINE",2.01,"(1.75, 2.3)","2.78e-20",136860
"POTASSIUM CHLORIDE, SALBUTAMOL, SIMVASTATIN",2.01,"(1.55, 2.57)","3.27e-07",136860
"OMEPRAZOLE, ACETYLSALICYLIC ACID, CLOPIDOGREL",2.01,"(1.75, 2.3)","3.17e-20",136860
"PREDNISONE, TIOTROPIUM, FLUTICASONE PROPIONATE",2.01,"(1.62, 2.46)","1.01e-09",136860
"OXYCODONE, QUETIAPINE, ACETAMINOPHEN",2.01,"(1.61, 2.48)","3.54e-09",136860
"LOSARTAN, POTASSIUM, AMLODIPINE",2.01,"(1.66, 2.4)","4.55e-12",136860
"SIMVASTATIN, ACETYLSALICYLIC ACID, FENOFIBRATE",2.01,"(1.57, 2.54)","1.11e-07",136860
"ACETYLSALICYLIC ACID, FUROSEMIDE, IRBESARTAN",2.01,"(1.55, 2.56)","3.39e-07",136860
"METFORMIN, FUROSEMIDE, AMLODIPINE",2,"(1.66, 2.4)","9.10e-12",136860
"VITAMIN D, CALCIUM, FOLIC ACID",2,"(1.65, 2.41)","4.11e-11",136860
"STAVUDINE, LAMIVUDINE, LOPINAVIR",2,"(1.54, 2.56)","4.53e-07",136860
"METOPROLOL, DIGOXIN, FUROSEMIDE",2,"(1.75, 2.28)","2.54e-21",136860
"DIGOXIN, ALLOPURINOL, FUROSEMIDE",2,"(1.64, 2.41)","4.67e-11",136860
"SALBUTAMOL, TIOTROPIUM, AMLODIPINE",2,"(1.54, 2.56)","5.85e-07",136860
"MONTELUKAST, SALMETEROL, ACETAMINOPHEN",2,"(1.58, 2.49)","2.82e-08",136860
"ACETYLSALICYLIC ACID, CARVEDILOL, LEVOTHYROXINE",2,"(1.61, 2.45)","1.13e-09",136860
"METOPROLOL, TAMSULOSIN, ACETYLSALICYLIC ACID",2,"(1.6, 2.47)","7.33e-09",136860
"METFORMIN, HYDROCHLOROTHIAZIDE, LEVOTHYROXINE",1.99,"(1.59, 2.47)","9.72e-09",136860
"METFORMIN, ACETYLSALICYLIC ACID, INSULIN GLARGINE",1.99,"(1.68, 2.35)","3.97e-14",136860
"SALMETEROL, FLUOXETINE, FLUTICASONE PROPIONATE",1.99,"(1.54, 2.55)","3.85e-07",136860
"OMEPRAZOLE, RAMIPRIL, ACETYLSALICYLIC ACID",1.99,"(1.6, 2.45)","2.87e-09",136860
"SALMETEROL, DIGOXIN, FUROSEMIDE",1.99,"(1.56, 2.52)","1.27e-07",136860
"PREDNISONE, SALBUTAMOL, SIMVASTATIN",1.99,"(1.54, 2.53)","3.44e-07",136860
"EZETIMIBE, FUROSEMIDE, LEVOTHYROXINE",1.99,"(1.52, 2.56)","1.05e-06",136860
"ATENOLOL, WARFARIN, DIGOXIN",1.99,"(1.52, 2.56)","1.05e-06",136860
"SALBUTAMOL, THEOPHYLLINE, FLUTICASONE PROPIONATE",1.99,"(1.54, 2.53)","3.48e-07",136860
"OMEPRAZOLE, DILTIAZEM, FUROSEMIDE",1.99,"(1.54, 2.53)","4.55e-07",136860
"ACETAMINOPHEN, TRAMADOL, FOLIC ACID",1.99,"(1.58, 2.47)","1.86e-08",136860
"NIACIN, SIMVASTATIN, ACETYLSALICYLIC ACID",1.99,"(1.73, 2.28)","2.68e-19",136860
"SALMETEROL, SIMVASTATIN, FUROSEMIDE",1.99,"(1.55, 2.51)","1.36e-07",136860
"METFORMIN, POTASSIUM CHLORIDE, FUROSEMIDE",1.99,"(1.68, 2.33)","1.94e-14",136860
"LOSARTAN, METFORMIN, POTASSIUM",1.99,"(1.57, 2.48)","2.43e-08",136860
"OMEPRAZOLE, SALBUTAMOL, BUDESONIDE",1.99,"(1.54, 2.53)","3.59e-07",136860
"CLOPIDOGREL, FUROSEMIDE, AMIODARONE",1.98,"(1.53, 2.54)","5.36e-07",136860
"QUETIAPINE, TRAZODONE, CLONAZEPAM",1.98,"(1.55, 2.51)","1.43e-07",136860
"METFORMIN, ACETYLSALICYLIC ACID, HYDROCHLOROTHIAZIDE",1.98,"(1.72, 2.28)","1.46e-18",136860
"OMEPRAZOLE, ACETAMINOPHEN, FOLIC ACID",1.98,"(1.67, 2.33)","1.03e-13",136860
