"Drug_name1","Drug_name2","OR","95.CI","Pvalue","ac"
"POTASSIUM CHLORIDE, DILTIAZEM, FUROSEMIDE","DILTIAZEM",1.28,"(1.06, 1.54)","1.07e-02",1848
"PRAMIPEXOLE, CARBIDOPA, LEVODOPA","LEVODOPA",1.28,"(0.99, 1.64)","5.59e-02",550
"METOPROLOL, ATORVASTATIN, AMLODIPINE","METOPROLOL",1.28,"(1.11, 1.48)","9.56e-04",6198
"NITROGLYCERIN, FUROSEMIDE, LEVOTHYROXINE","LEVOTHYROXINE",1.28,"(1.01, 1.61)","3.77e-02",8111
"SULFAMETHOXAZOLE, TRIMETHOPRIM, FLUCONAZOLE","TRIMETHOPRIM",1.28,"(1.09, 1.5)","2.67e-03",1614
"SALBUTAMOL, SALMETEROL, IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",1.28,"(1.12, 1.46)","3.26e-04",1215
"POTASSIUM CHLORIDE, WARFARIN, DIGOXIN","POTASSIUM CHLORIDE",1.28,"(1.08, 1.5)","3.49e-03",2515
"SIMVASTATIN, ACETYLSALICYLIC ACID, FISH OIL","FISH OIL",1.28,"(1.07, 1.53)","6.75e-03",1366
"VITAMIN D, CALCIUM, HYDROCHLOROTHIAZIDE","VITAMIN D",1.28,"(1.06, 1.54)","1.01e-02",3520
"METFORMIN, GLIPIZIDE, LISINOPRIL","GLIPIZIDE",1.28,"(1.05, 1.54)","1.12e-02",1189
"PREDNISONE, SIMVASTATIN, ACETAMINOPHEN","SIMVASTATIN",1.28,"(1.11, 1.47)","7.45e-04",13151
"ROSIGLITAZONE, ACETYLSALICYLIC ACID, FUROSEMIDE","FUROSEMIDE",1.28,"(1.01, 1.59)","3.37e-02",6619
"SALMETEROL, SIMVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.28,"(1.06, 1.53)","9.79e-03",13865
"MIDAZOLAM, FENTANYL, FUROSEMIDE","MIDAZOLAM",1.28,"(0.92, 1.74)","1.29e-01",337
"METFORMIN, ACETYLSALICYLIC ACID, GLYBURIDE","METFORMIN",1.28,"(1.08, 1.5)","3.56e-03",4985
"POTASSIUM CHLORIDE, HYDROCHLOROTHIAZIDE, LEVOTHYROXINE","HYDROCHLOROTHIAZIDE",1.28,"(1.01, 1.6)","3.62e-02",5169
"MESALAZINE, AZATHIOPRINE, INFLIXIMAB","INFLIXIMAB",1.28,"(0.89, 1.78)","1.56e-01",1495
"METFORMIN, ATORVASTATIN, CLOPIDOGREL","CLOPIDOGREL",1.28,"(1.07, 1.52)","7.01e-03",4276
"METOPROLOL, ACETYLSALICYLIC ACID, AMLODIPINE","ACETYLSALICYLIC ACID",1.28,"(1.15, 1.41)","3.58e-06",13865
"POTASSIUM CHLORIDE, ATORVASTATIN, ACETAMINOPHEN","ATORVASTATIN",1.28,"(1.09, 1.49)","2.00e-03",14247
"PANTOPRAZOLE, AMLODIPINE, LEVOTHYROXINE","PANTOPRAZOLE",1.28,"(0.99, 1.62)","4.88e-02",3314
"METOPROLOL, VALSARTAN, AMLODIPINE","METOPROLOL",1.28,"(1.04, 1.55)","1.76e-02",6198
"METOPROLOL, SPIRONOLACTONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.28,"(1.04, 1.55)","1.55e-02",13865
"METFORMIN, ENALAPRIL, FUROSEMIDE","FUROSEMIDE",1.28,"(0.98, 1.64)","6.23e-02",6619
"OMEPRAZOLE, PREDNISONE, FOLIC ACID","PREDNISONE",1.28,"(1.04, 1.55)","1.65e-02",4984
"ACETAMINOPHEN, FOLIC ACID, HYDROXOCOBALAMIN","ACETAMINOPHEN",1.28,"(1.01, 1.6)","3.62e-02",10717
"METFORMIN, GLYBURIDE, LISINOPRIL","GLYBURIDE",1.28,"(1.04, 1.56)","1.96e-02",1127
"BORTEZOMIB, CYCLOPHOSPHAMIDE, DEXAMETHASONE","BORTEZOMIB",1.28,"(0.94, 1.69)","9.60e-02",649
"METOPROLOL, ROFECOXIB, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.27,"(1.04, 1.55)","1.75e-02",13865
"PREDNISONE, CALCIUM, ADALIMUMAB","PREDNISONE",1.27,"(0.97, 1.65)","6.90e-02",4984
"RITONAVIR, SULFAMETHOXAZOLE, LAMIVUDINE","LAMIVUDINE",1.27,"(0.95, 1.68)","8.63e-02",803
"ACETYLSALICYLIC ACID, DILTIAZEM, LEVOTHYROXINE","DILTIAZEM",1.27,"(1.01, 1.59)","3.90e-02",1848
"METFORMIN, PIOGLITAZONE, GLYBURIDE","METFORMIN",1.27,"(1, 1.61)","4.20e-02",4985
"ACETYLSALICYLIC ACID, CLOPIDOGREL, GLYBURIDE","ACETYLSALICYLIC ACID",1.27,"(0.99, 1.61)","5.24e-02",13865
"FUROSEMIDE, GLYBURIDE, LISINOPRIL","FUROSEMIDE",1.27,"(0.98, 1.63)","6.64e-02",6619
"CLOPIDOGREL, FUROSEMIDE, ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",1.27,"(1.03, 1.56)","2.22e-02",1000
"METOPROLOL, CLOPIDOGREL, ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",1.27,"(1.04, 1.55)","1.74e-02",1000
"METOPROLOL, ACETYLSALICYLIC ACID, LEVOTHYROXINE","ACETYLSALICYLIC ACID",1.27,"(1.14, 1.42)","3.02e-05",13865
"LOSARTAN, WARFARIN, FUROSEMIDE","FUROSEMIDE",1.27,"(1, 1.6)","4.51e-02",6619
"ATORVASTATIN, ACETAMINOPHEN, TRAMADOL","ATORVASTATIN",1.27,"(1.07, 1.51)","5.92e-03",14247
"LOSARTAN, POTASSIUM CHLORIDE, FUROSEMIDE","LOSARTAN",1.27,"(1.02, 1.57)","2.79e-02",2378
"METOPROLOL, VITAMIN D, CALCIUM","CALCIUM",1.27,"(1.07, 1.51)","6.41e-03",3520
"METOPROLOL, NITROGLYCERIN, HEPARIN","HEPARIN",1.27,"(0.9, 1.75)","1.48e-01",860
"METFORMIN, METOPROLOL, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.27,"(1.06, 1.51)","8.29e-03",5169
"NEVIRAPINE, STAVUDINE, LAMIVUDINE","STAVUDINE",1.27,"(0.87, 1.81)","1.82e-01",191
"NIACIN, ATORVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.27,"(1.1, 1.46)","1.25e-03",13865
"METFORMIN, SIMVASTATIN, FUROSEMIDE","FUROSEMIDE",1.27,"(1.09, 1.48)","2.32e-03",6619
"SALMETEROL, TIOTROPIUM, LISINOPRIL","LISINOPRIL",1.27,"(0.99, 1.62)","5.75e-02",5419
"METOPROLOL, FUROSEMIDE, GLIPIZIDE","FUROSEMIDE",1.27,"(1, 1.59)","4.04e-02",6619
"METOPROLOL, ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE","ACETYLSALICYLIC ACID",1.27,"(1.08, 1.49)","4.02e-03",13865
"RAMIPRIL, FUROSEMIDE, AMLODIPINE","AMLODIPINE",1.27,"(0.99, 1.61)","5.43e-02",6244
"RAMIPRIL, ACETAMINOPHEN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.27,"(1.07, 1.5)","6.68e-03",13865
"SPIRONOLACTONE, CARVEDILOL, FUROSEMIDE","FUROSEMIDE",1.27,"(1.09, 1.47)","1.93e-03",6619
"METFORMIN, METOPROLOL, GLIMEPIRIDE","METFORMIN",1.27,"(0.96, 1.65)","7.52e-02",4985
"POTASSIUM CHLORIDE, WARFARIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.27,"(1.07, 1.49)","4.69e-03",13865
"ALLOPURINOL, FUROSEMIDE, AMLODIPINE","ALLOPURINOL",1.27,"(1.05, 1.52)","1.14e-02",2362
"ACETYLSALICYLIC ACID, CLOPIDOGREL, GLYBURIDE","CLOPIDOGREL",1.27,"(0.99, 1.61)","5.22e-02",4276
"OXYCODONE, SIMVASTATIN, ACETYLSALICYLIC ACID","SIMVASTATIN",1.27,"(1.11, 1.45)","6.03e-04",13151
"METFORMIN, METOPROLOL, POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",1.27,"(0.99, 1.6)","4.95e-02",2515
"ACETYLSALICYLIC ACID, FUROSEMIDE, AMIODARONE","FUROSEMIDE",1.27,"(1.09, 1.47)","2.46e-03",6619
"ACETYLSALICYLIC ACID, INSULIN GLARGINE, LISINOPRIL","LISINOPRIL",1.27,"(1.05, 1.52)","1.47e-02",5419
"NITROGLYCERIN, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.27,"(1.12, 1.42)","1.05e-04",13865
"SIMVASTATIN, VITAMIN D, CALCIUM","CALCIUM",1.27,"(1.06, 1.5)","7.29e-03",3520
"MONTELUKAST, SALMETEROL, TIOTROPIUM","MONTELUKAST",1.27,"(1, 1.59)","4.73e-02",1702
"BISOPROLOL, ACETYLSALICYLIC ACID, FUROSEMIDE","BISOPROLOL",1.27,"(1.06, 1.51)","9.03e-03",1447
"MIDAZOLAM, FENTANYL, HEPARIN","HEPARIN",1.27,"(0.93, 1.69)","1.08e-01",860
"ACETYLSALICYLIC ACID, GLYBURIDE, LISINOPRIL","LISINOPRIL",1.27,"(1.03, 1.55)","2.32e-02",5419
"OMEPRAZOLE, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.27,"(1.14, 1.41)","1.49e-05",13865
"ATORVASTATIN, ACETYLSALICYLIC ACID, ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",1.27,"(1.05, 1.51)","1.04e-02",1000
"PREDNISONE, FOLIC ACID, LEVOTHYROXINE","PREDNISONE",1.27,"(1.02, 1.55)","2.76e-02",4984
"MONTELUKAST, PREDNISONE, SALBUTAMOL","SALBUTAMOL",1.27,"(1.04, 1.53)","1.86e-02",3911
"SALMETEROL, WARFARIN, FUROSEMIDE","SALMETEROL",1.27,"(0.98, 1.61)","5.70e-02",2396
"CYCLOPHOSPHAMIDE, DEXAMETHASONE, DOXORUBICIN","DEXAMETHASONE",1.27,"(1.06, 1.51)","9.91e-03",2534
"METOPROLOL, SALMETEROL, ACETYLSALICYLIC ACID","METOPROLOL",1.27,"(1.02, 1.55)","2.78e-02",6198
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FISH OIL","FISH OIL",1.27,"(1.02, 1.55)","2.76e-02",1366
"POTASSIUM, ACETYLSALICYLIC ACID, CLAVULANATE","ACETYLSALICYLIC ACID",1.27,"(1.03, 1.54)","2.26e-02",13865
"OMEPRAZOLE, TRAMADOL, FUROSEMIDE","FUROSEMIDE",1.27,"(0.97, 1.62)","6.92e-02",6619
"METFORMIN, GLIPIZIDE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.26,"(1.02, 1.56)","2.77e-02",5169
"OMEPRAZOLE, ACETYLSALICYLIC ACID, FISH OIL","ACETYLSALICYLIC ACID",1.26,"(1, 1.58)","4.01e-02",13865
"VITAMIN D, ACETYLSALICYLIC ACID, HYDROXOCOBALAMIN","HYDROXOCOBALAMIN",1.26,"(0.97, 1.63)","6.94e-02",1004
"ATORVASTATIN, ACETYLSALICYLIC ACID, ENALAPRIL","ACETYLSALICYLIC ACID",1.26,"(1.04, 1.53)","1.88e-02",13865
"OMEPRAZOLE, ACETYLSALICYLIC ACID, CARVEDILOL","ACETYLSALICYLIC ACID",1.26,"(1.04, 1.52)","1.62e-02",13865
"METFORMIN, ACETYLSALICYLIC ACID, ENALAPRIL","ENALAPRIL",1.26,"(0.99, 1.6)","5.70e-02",1391
"DIGOXIN, FUROSEMIDE, AMLODIPINE","AMLODIPINE",1.26,"(1.03, 1.53)","2.13e-02",6244
"ATORVASTATIN, ACETYLSALICYLIC ACID, ALPRAZOLAM","ATORVASTATIN",1.26,"(1.09, 1.45)","1.57e-03",14247
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FENTANYL","ACETYLSALICYLIC ACID",1.26,"(0.98, 1.6)","5.52e-02",13865
"SALBUTAMOL, SIMVASTATIN, CLOPIDOGREL","CLOPIDOGREL",1.26,"(1.01, 1.57)","3.89e-02",4276
"SPIRONOLACTONE, ACETYLSALICYLIC ACID, LEVOTHYROXINE","SPIRONOLACTONE",1.26,"(0.95, 1.65)","9.47e-02",1531
"AMOXICILLIN, POTASSIUM, CLAVULANATE","CLAVULANATE",1.26,"(1.02, 1.57)","3.03e-02",686
"RITONAVIR, ZIDOVUDINE, ABACAVIR","RITONAVIR",1.26,"(0.92, 1.7)","1.36e-01",825
"METHOTREXATE, SIMVASTATIN, ADALIMUMAB","ADALIMUMAB",1.26,"(0.85, 1.81)","2.19e-01",2865
"ACETYLSALICYLIC ACID, FAMOTIDINE, AMLODIPINE","AMLODIPINE",1.26,"(0.98, 1.61)","6.65e-02",6244
"SULFAMETHOXAZOLE, TRIMETHOPRIM, LEVOTHYROXINE","LEVOTHYROXINE",1.26,"(1.01, 1.55)","3.48e-02",8111
"ENALAPRIL, FUROSEMIDE, AMLODIPINE","ENALAPRIL",1.26,"(0.95, 1.65)","9.67e-02",1391
"ATENOLOL, ACETAMINOPHEN, AMLODIPINE","ATENOLOL",1.26,"(1.02, 1.54)","2.71e-02",4333
"METOPROLOL, ACETYLSALICYLIC ACID, GLIPIZIDE","METOPROLOL",1.26,"(1.03, 1.52)","1.88e-02",6198
"OXYCODONE, QUETIAPINE, ACETAMINOPHEN","ACETAMINOPHEN",1.26,"(1.01, 1.56)","3.60e-02",10717
"NIACIN, ACETYLSALICYLIC ACID, AMLODIPINE","NIACIN",1.26,"(1.04, 1.52)","1.69e-02",2773
"LOSARTAN, METFORMIN, ACETYLSALICYLIC ACID","LOSARTAN",1.26,"(1.03, 1.53)","2.31e-02",2378
"NIACIN, SIMVASTATIN, LISINOPRIL","LISINOPRIL",1.26,"(1, 1.56)","3.87e-02",5419
"METFORMIN, SIMVASTATIN, AMLODIPINE","AMLODIPINE",1.26,"(1.06, 1.49)","8.27e-03",6244
"METOPROLOL, SIMVASTATIN, GLIPIZIDE","GLIPIZIDE",1.26,"(0.95, 1.65)","9.88e-02",1189
"METHOTREXATE, SIMVASTATIN, ADALIMUMAB","METHOTREXATE",1.26,"(0.85, 1.8)","2.19e-01",2396
"ACETYLSALICYLIC ACID, CALCIUM, ALENDRONATE","ALENDRONATE",1.26,"(1.02, 1.54)","2.76e-02",5048
"RITONAVIR, EMTRICITABINE, LAMIVUDINE","RITONAVIR",1.26,"(0.91, 1.7)","1.33e-01",825
"NITROGLYCERIN, ATORVASTATIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.26,"(1.09, 1.45)","1.94e-03",13865
"RITONAVIR, TENOFOVIR, LOPINAVIR","RITONAVIR",1.26,"(1.06, 1.49)","8.63e-03",825
"OMALIZUMAB, BUDESONIDE, FORMOTEROL","FORMOTEROL",1.26,"(0.92, 1.69)","1.36e-01",809
"PANTOPRAZOLE, SIMVASTATIN, LEVOTHYROXINE","PANTOPRAZOLE",1.26,"(0.99, 1.58)","5.55e-02",3314
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FENTANYL","CLOPIDOGREL",1.26,"(0.98, 1.59)","6.34e-02",4276
"METOPROLOL, WARFARIN, DIGOXIN","METOPROLOL",1.26,"(1.09, 1.44)","1.39e-03",6198
"ALLOPURINOL, FUROSEMIDE, LANSOPRAZOLE","ALLOPURINOL",1.26,"(0.96, 1.61)","7.95e-02",2362
"OMEPRAZOLE, SALMETEROL, ACETYLSALICYLIC ACID","OMEPRAZOLE",1.26,"(0.99, 1.57)","5.14e-02",6244
"ATORVASTATIN, ACETAMINOPHEN, HYDROCODONE","ATORVASTATIN",1.26,"(1.14, 1.38)","3.52e-06",14247
"ACETYLSALICYLIC ACID, CLOPIDOGREL, DIGOXIN","ACETYLSALICYLIC ACID",1.26,"(1.05, 1.49)","9.21e-03",13865
"NITROGLYCERIN, ACETYLSALICYLIC ACID, FUROSEMIDE","NITROGLYCERIN",1.26,"(1.1, 1.43)","7.72e-04",1377
"METFORMIN, PANTOPRAZOLE, FUROSEMIDE","PANTOPRAZOLE",1.26,"(0.97, 1.6)","6.83e-02",3314
"BUDESONIDE, ESOMEPRAZOLE, FORMOTEROL","FORMOTEROL",1.26,"(0.97, 1.61)","7.33e-02",809
"METOPROLOL, ACETYLSALICYLIC ACID, ENALAPRIL","ENALAPRIL",1.26,"(1, 1.56)","4.58e-02",1391
"MOMETASONE, SALMETEROL, FLUTICASONE PROPIONATE","MOMETASONE",1.25,"(1.02, 1.54)","2.84e-02",712
"SIMVASTATIN, VITAMIN D, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.25,"(1.06, 1.48)","8.91e-03",13865
"ACETYLSALICYLIC ACID, CLOPIDOGREL, DIGOXIN","CLOPIDOGREL",1.25,"(1.05, 1.49)","1.14e-02",4276
"POTASSIUM CHLORIDE, VITAMIN D, FUROSEMIDE","POTASSIUM CHLORIDE",1.25,"(0.99, 1.57)","4.70e-02",2515
"OMALIZUMAB, SALBUTAMOL, SALMETEROL","OMALIZUMAB",1.25,"(0.91, 1.7)","1.53e-01",368
"POTASSIUM CHLORIDE, TRIAMTERENE, HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE",1.25,"(0.98, 1.59)","6.25e-02",5169
"SALBUTAMOL, FUROSEMIDE, LANSOPRAZOLE","LANSOPRAZOLE",1.25,"(0.98, 1.58)","5.83e-02",3261
"VITAMIN D, CALCIUM, AMLODIPINE","VITAMIN D",1.25,"(1.01, 1.55)","3.71e-02",3520
"MONTELUKAST, SALMETEROL, ACETAMINOPHEN","ACETAMINOPHEN",1.25,"(0.99, 1.57)","5.23e-02",10717
"ATENOLOL, ACETYLSALICYLIC ACID, LISINOPRIL","ATENOLOL",1.25,"(1.09, 1.44)","1.50e-03",4333
"MONTELUKAST, SALBUTAMOL, SALMETEROL","SALMETEROL",1.25,"(1.09, 1.44)","1.51e-03",2396
"SALBUTAMOL, SALMETEROL, LANSOPRAZOLE","LANSOPRAZOLE",1.25,"(0.99, 1.56)","4.88e-02",3261
"ACETYLSALICYLIC ACID, DEXAMETHASONE, LENALIDOMIDE","DEXAMETHASONE",1.25,"(1.06, 1.48)","8.88e-03",2534
"PREDNISONE, ACETYLSALICYLIC ACID, FOLIC ACID","ACETYLSALICYLIC ACID",1.25,"(1.07, 1.46)","5.81e-03",13865
"MYCOPHENOLATE MOFETIL, PREDNISOLONE, CYCLOSPORINE","PREDNISOLONE",1.25,"(0.99, 1.57)","5.45e-02",2184
"WARFARIN, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.25,"(1.13, 1.39)","2.41e-05",13865
"ACETYLSALICYLIC ACID, DILTIAZEM, LEVOTHYROXINE","LEVOTHYROXINE",1.25,"(0.99, 1.56)","4.97e-02",8111
"ATORVASTATIN, SPIRONOLACTONE, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.25,"(1.04, 1.5)","1.89e-02",13865
"ATENOLOL, ATORVASTATIN, HYDROCHLOROTHIAZIDE","ATORVASTATIN",1.25,"(1.05, 1.48)","9.55e-03",14247
"ACETYLSALICYLIC ACID, FUROSEMIDE, IRBESARTAN","IRBESARTAN",1.25,"(0.96, 1.61)","9.17e-02",1110
"METOPROLOL, VITAMIN C, ACETYLSALICYLIC ACID","METOPROLOL",1.25,"(0.99, 1.57)","5.67e-02",6198
"VALSARTAN, FUROSEMIDE, LEVOTHYROXINE","LEVOTHYROXINE",1.25,"(0.97, 1.59)","7.12e-02",8111
"PACLITAXEL, DEXAMETHASONE, DIPHENHYDRAMINE","PACLITAXEL",1.25,"(0.94, 1.64)","1.13e-01",812
"OMEPRAZOLE, SALMETEROL, FUROSEMIDE","FUROSEMIDE",1.25,"(0.96, 1.61)","9.05e-02",6619
"SPIRONOLACTONE, CLOPIDOGREL, FUROSEMIDE","CLOPIDOGREL",1.25,"(1.02, 1.51)","2.43e-02",4276
"ACETYLSALICYLIC ACID, DIGOXIN, FUROSEMIDE","FUROSEMIDE",1.25,"(1.11, 1.4)","1.63e-04",6619
"SALBUTAMOL, TRIAMTERENE, HYDROCHLOROTHIAZIDE","TRIAMTERENE",1.25,"(0.99, 1.56)","5.74e-02",1069
"PANTOPRAZOLE, ACETYLSALICYLIC ACID, AMLODIPINE","PANTOPRAZOLE",1.25,"(1.04, 1.49)","1.57e-02",3314
"DIGOXIN, ALLOPURINOL, FUROSEMIDE","ALLOPURINOL",1.25,"(1.02, 1.52)","2.72e-02",2362
"ADALIMUMAB, FOLIC ACID, HYDROXYCHLOROQUINE","ADALIMUMAB",1.25,"(0.86, 1.75)","2.12e-01",2865
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FOLIC ACID","ACETYLSALICYLIC ACID",1.25,"(1.04, 1.48)","1.28e-02",13865
"OMEPRAZOLE, BISOPROLOL, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.25,"(0.98, 1.57)","6.89e-02",13865
"PHENYLEPHRINE, DEXTROMETHORPHAN, GUAIFENESIN","PHENYLEPHRINE",1.25,"(0.84, 1.89)","3.04e-01",158
"PHENYLEPHRINE, ACETAMINOPHEN, DEXTROMETHORPHAN","PHENYLEPHRINE",1.25,"(0.84, 1.89)","3.04e-01",158
"LOSARTAN, DIGOXIN, FUROSEMIDE","LOSARTAN",1.25,"(0.98, 1.58)","6.94e-02",2378
"ACETAMINOPHEN, TRAMADOL, FOLIC ACID","ACETAMINOPHEN",1.25,"(0.99, 1.55)","5.56e-02",10717
"METFORMIN, ACETYLSALICYLIC ACID, GLYBURIDE","GLYBURIDE",1.25,"(1.04, 1.48)","1.29e-02",1127
"ATORVASTATIN, CLOPIDOGREL, FUROSEMIDE","CLOPIDOGREL",1.25,"(1.08, 1.43)","2.04e-03",4276
"BEVACIZUMAB, DEXAMETHASONE, FLUOROURACIL","FLUOROURACIL",1.25,"(0.72, 2.04)","3.35e-01",366
"NITROGLYCERIN, FUROSEMIDE, AMLODIPINE","NITROGLYCERIN",1.25,"(1, 1.55)","4.42e-02",1377
"VINCRISTINE, CYTARABINE, DEXAMETHASONE","CYTARABINE",1.25,"(0.85, 1.78)","2.39e-01",283
"METOPROLOL, POTASSIUM CHLORIDE, AMLODIPINE","AMLODIPINE",1.25,"(0.99, 1.55)","5.52e-02",6244
"RAMIPRIL, FUROSEMIDE, LEVOTHYROXINE","LEVOTHYROXINE",1.25,"(0.97, 1.57)","6.73e-02",8111
"PANTOPRAZOLE, AMLODIPINE, LEVOTHYROXINE","AMLODIPINE",1.25,"(0.97, 1.58)","8.10e-02",6244
"ACETYLSALICYLIC ACID, CLOPIDOGREL, FOLIC ACID","CLOPIDOGREL",1.25,"(1.04, 1.48)","1.41e-02",4276
"RAMIPRIL, FUROSEMIDE, LEVOTHYROXINE","RAMIPRIL",1.25,"(0.97, 1.58)","7.55e-02",2573
"SALMETEROL, WARFARIN, FLUTICASONE PROPIONATE","SALMETEROL",1.24,"(1.04, 1.49)","1.77e-02",2396
"HYDROCHLOROTHIAZIDE, AMLODIPINE, LISINOPRIL","HYDROCHLOROTHIAZIDE",1.24,"(1.05, 1.47)","1.08e-02",5169
"OMEPRAZOLE, ACETAMINOPHEN, FOLIC ACID","ACETAMINOPHEN",1.24,"(1.05, 1.47)","1.09e-02",10717
"DIGOXIN, FUROSEMIDE, AMIODARONE","FUROSEMIDE",1.24,"(1.03, 1.49)","2.12e-02",6619
"VALSARTAN, AMLODIPINE, LEVOTHYROXINE","AMLODIPINE",1.24,"(0.97, 1.58)","8.12e-02",6244
"POTASSIUM CHLORIDE, ACETYLSALICYLIC ACID, FUROSEMIDE","ACETYLSALICYLIC ACID",1.24,"(1.13, 1.36)","3.82e-06",13865
"RAMIPRIL, ATORVASTATIN, FUROSEMIDE","FUROSEMIDE",1.24,"(1.01, 1.51)","3.25e-02",6619
"METFORMIN, VALSARTAN, HYDROCHLOROTHIAZIDE","VALSARTAN",1.24,"(0.99, 1.54)","4.91e-02",3035
"OMEPRAZOLE, DIGOXIN, FUROSEMIDE","OMEPRAZOLE",1.24,"(1.04, 1.48)","1.81e-02",6244
"METFORMIN, PANTOPRAZOLE, LISINOPRIL","PANTOPRAZOLE",1.24,"(0.96, 1.59)","8.44e-02",3314
"MONTELUKAST, FEXOFENADINE, FLUTICASONE PROPIONATE","MONTELUKAST",1.24,"(0.95, 1.6)","1.03e-01",1702
"LORAZEPAM, ONDANSETRON, PROCHLORPERAZINE","LORAZEPAM",1.24,"(1, 1.53)","4.00e-02",3224
"OMEPRAZOLE, BUDESONIDE, FORMOTEROL","FORMOTEROL",1.24,"(0.91, 1.66)","1.49e-01",809
"POTASSIUM CHLORIDE, FUROSEMIDE, HEPARIN","FUROSEMIDE",1.24,"(0.99, 1.55)","5.60e-02",6619
"POTASSIUM CHLORIDE, TIOTROPIUM, FUROSEMIDE","POTASSIUM CHLORIDE",1.24,"(0.98, 1.55)","6.19e-02",2515
"SALMETEROL, TIOTROPIUM, LEVOTHYROXINE","SALMETEROL",1.24,"(0.92, 1.65)","1.50e-01",2396
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, FOLIC ACID","ACETAMINOPHEN",1.24,"(1.06, 1.44)","5.16e-03",10717
"SALBUTAMOL, SALMETEROL, IPRATROPIUM BROMIDE","SALBUTAMOL",1.24,"(1.1, 1.4)","5.60e-04",3911
"VANCOMYCIN, ACETYLSALICYLIC ACID, HEPARIN","VANCOMYCIN",1.24,"(0.87, 1.73)","1.96e-01",550
"METFORMIN, SPIRONOLACTONE, ACETYLSALICYLIC ACID","SPIRONOLACTONE",1.24,"(0.93, 1.63)","1.25e-01",1531
"ATORVASTATIN, BISOPROLOL, FUROSEMIDE","ATORVASTATIN",1.24,"(1.03, 1.48)","1.92e-02",14247
"METOPROLOL, WARFARIN, ACETYLSALICYLIC ACID","ACETYLSALICYLIC ACID",1.24,"(1.1, 1.4)","6.51e-04",13865
"ACETYLSALICYLIC ACID, CARVEDILOL, LEVOTHYROXINE","CARVEDILOL",1.24,"(1, 1.53)","4.30e-02",2012
"SIMVASTATIN, ACETAMINOPHEN, CODEINE","SIMVASTATIN",1.24,"(1.07, 1.44)","4.08e-03",13151
"SALBUTAMOL, TIOTROPIUM, FLUTICASONE PROPIONATE","FLUTICASONE PROPIONATE",1.24,"(1.09, 1.41)","1.03e-03",3257
"METFORMIN, ATORVASTATIN, LISINOPRIL","LISINOPRIL",1.24,"(1.06, 1.44)","5.85e-03",5419
"ACETAMINOPHEN, ACETYLSALICYLIC ACID, CLOPIDOGREL","CLOPIDOGREL",1.24,"(1.1, 1.4)","4.33e-04",4276
"VALSARTAN, HYDROCHLOROTHIAZIDE, LEVOTHYROXINE","VALSARTAN",1.24,"(0.98, 1.55)","6.31e-02",3035
"DICLOFENAC, DICYCLOMINE, ETIZOLAM","DICLOFENAC",1.24,"(1.08, 1.43)","2.58e-03",1707
"NIACIN, ATENOLOL, ACETYLSALICYLIC ACID","NIACIN",1.24,"(1, 1.53)","4.43e-02",2773
"BEVACIZUMAB, DEXAMETHASONE, FLUOROURACIL","BEVACIZUMAB",1.24,"(0.71, 2.02)","4.08e-01",525
"SIMVASTATIN, INSULIN GLARGINE, LISINOPRIL","LISINOPRIL",1.24,"(0.98, 1.55)","6.79e-02",5419
"PREDNISONE, ACETAMINOPHEN, CODEINE","PREDNISONE",1.24,"(0.95, 1.6)","1.04e-01",4984
"NIACIN, SIMVASTATIN, LISINOPRIL","NIACIN",1.24,"(0.99, 1.54)","5.95e-02",2773
"ACETYLSALICYLIC ACID, CLOPIDOGREL, GLIPIZIDE","ACETYLSALICYLIC ACID",1.24,"(0.99, 1.54)","5.39e-02",13865
